rule_id,domain,name,rule,severity
P18-BR-068,Truck & Haul Planning,Scheduling rule 68,"Scheduling condition 68 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-069,Material Planning,Scheduling rule 69,"Scheduling condition 69 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-070,Subcontractor Planning,Scheduling rule 70,"Scheduling condition 70 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-071,Look-Ahead Planning,Scheduling rule 71,"Scheduling condition 71 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-072,Last Planner & Commitments,Scheduling rule 72,"Scheduling condition 72 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-073,Pull Planning,Scheduling rule 73,"Scheduling condition 73 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-074,Milestones & Contract Dates,Scheduling rule 74,"Scheduling condition 74 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-075,Baseline Management,Scheduling rule 75,"Scheduling condition 75 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-076,Schedule Update Cycle,Scheduling rule 76,"Scheduling condition 76 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-077,Progress Measurement,Scheduling rule 77,"Scheduling condition 77 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-078,Cost & Schedule Integration,Scheduling rule 78,"Scheduling condition 78 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-079,Constraint Management,Scheduling rule 79,"Scheduling condition 79 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
P18-BR-080,Weather & Calendar Impacts,Scheduling rule 80,"Scheduling condition 80 shall preserve logical relationships, approved calendars/baselines, resource constraints, update history and traceable schedule calculation evidence.",Advisory
