field_id,field_name,domain,type,required,definition,validation
P14-FLD-027,certification_expiry,Industrial Hygiene,string/number/date/boolean,Conditional,Governed HSEQ field certification_expiry.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-028,asset_id,Emergency Management,string/number/date/boolean,Conditional,Governed HSEQ field asset_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-029,employee_id,Subcontractor HSEQ,string/number/date/boolean,Conditional,Governed HSEQ field employee_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-030,subcontractor_id,Equipment & Fleet Safety,string/number/date/boolean,Conditional,Governed HSEQ field subcontractor_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-031,crew_id,Public & Traffic Safety,string/number/date/boolean,Conditional,Governed HSEQ field crew_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-032,weather_condition,Corrective & Preventive Action,string/number/date/boolean,Conditional,Governed HSEQ field weather_condition.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-033,shift_id,Audit & Assurance,string/number/date/boolean,Conditional,Governed HSEQ field shift_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-034,control_id,HSEQ Analytics,string/number/date/boolean,Conditional,Governed HSEQ field control_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-035,hazard_id,AI HSEQ Intelligence,string/number/date/boolean,Conditional,Governed HSEQ field hazard_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-036,incident_id,HSEQ Digital Twin,string/number/date/boolean,Conditional,Governed HSEQ field incident_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-037,action_id,Safety Management,string/number/date/boolean,Conditional,Governed HSEQ field action_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-038,inspection_id,Incident & Near-Miss Management,string/number/date/boolean,Conditional,Governed HSEQ field inspection_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-039,audit_id,JHA/JSA & Pre-Task Planning,string/number/date/boolean,Conditional,Governed HSEQ field audit_id.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-040,quality_result,Permits to Work,string/number/date/boolean,Conditional,Governed HSEQ field quality_result.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-041,environmental_result,Training & Competency,string/number/date/boolean,Conditional,Governed HSEQ field environmental_result.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-042,compliance_result,Environmental Management,string/number/date/boolean,Conditional,Governed HSEQ field compliance_result.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-043,created_at,Quality Management,string/number/date/boolean,Conditional,Governed HSEQ field created_at.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-044,created_by,Compliance & Regulatory,string/number/date/boolean,Conditional,Governed HSEQ field created_by.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-045,updated_at,Industrial Hygiene,string/number/date/boolean,Conditional,Governed HSEQ field updated_at.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-046,updated_by,Emergency Management,string/number/date/boolean,Conditional,Governed HSEQ field updated_by.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-047,approval_status,Subcontractor HSEQ,string/number/date/boolean,Conditional,Governed HSEQ field approval_status.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-048,reviewed_by,Equipment & Fleet Safety,string/number/date/boolean,Conditional,Governed HSEQ field reviewed_by.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-049,reviewed_at,Public & Traffic Safety,string/number/date/boolean,Conditional,Governed HSEQ field reviewed_at.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-050,digital_signature,Corrective & Preventive Action,string/number/date/boolean,Conditional,Governed HSEQ field digital_signature.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-051,tenant_id_2,Audit & Assurance,string/number/date/boolean,Conditional,Governed HSEQ field tenant_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-052,organization_id_2,HSEQ Analytics,string/number/date/boolean,Conditional,Governed HSEQ field organization_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-053,project_id_2,AI HSEQ Intelligence,string/number/date/boolean,Conditional,Governed HSEQ field project_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-054,location_id_2,HSEQ Digital Twin,string/number/date/boolean,Conditional,Governed HSEQ field location_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-055,record_id_2,Safety Management,string/number/date/boolean,Conditional,Governed HSEQ field record_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-056,record_version_2,Incident & Near-Miss Management,string/number/date/boolean,Conditional,Governed HSEQ field record_version_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-057,status_2,JHA/JSA & Pre-Task Planning,string/number/date/boolean,Conditional,Governed HSEQ field status_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-058,severity_2,Permits to Work,string/number/date/boolean,Conditional,Governed HSEQ field severity_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-059,risk_score_2,Training & Competency,string/number/date/boolean,Conditional,Governed HSEQ field risk_score_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-060,likelihood_2,Environmental Management,string/number/date/boolean,Conditional,Governed HSEQ field likelihood_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-061,consequence_2,Quality Management,string/number/date/boolean,Conditional,Governed HSEQ field consequence_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-062,owner_id_2,Compliance & Regulatory,string/number/date/boolean,Conditional,Governed HSEQ field owner_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-063,assigned_to_2,Industrial Hygiene,string/number/date/boolean,Conditional,Governed HSEQ field assigned_to_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-064,reported_by_2,Emergency Management,string/number/date/boolean,Conditional,Governed HSEQ field reported_by_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-065,reported_at_2,Subcontractor HSEQ,string/number/date/boolean,Conditional,Governed HSEQ field reported_at_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-066,occurred_at_2,Equipment & Fleet Safety,string/number/date/boolean,Conditional,Governed HSEQ field occurred_at_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-067,due_at_2,Public & Traffic Safety,string/number/date/boolean,Conditional,Governed HSEQ field due_at_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-068,closed_at_2,Corrective & Preventive Action,string/number/date/boolean,Conditional,Governed HSEQ field closed_at_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-069,verified_at_2,Audit & Assurance,string/number/date/boolean,Conditional,Governed HSEQ field verified_at_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-070,evidence_uri_2,HSEQ Analytics,string/number/date/boolean,Conditional,Governed HSEQ field evidence_uri_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-071,source_system_2,AI HSEQ Intelligence,string/number/date/boolean,Conditional,Governed HSEQ field source_system_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-072,source_record_id_2,HSEQ Digital Twin,string/number/date/boolean,Conditional,Governed HSEQ field source_record_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-073,jurisdiction_2,Safety Management,string/number/date/boolean,Conditional,Governed HSEQ field jurisdiction_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-074,regulation_code_2,Incident & Near-Miss Management,string/number/date/boolean,Conditional,Governed HSEQ field regulation_code_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-075,permit_number_2,JHA/JSA & Pre-Task Planning,string/number/date/boolean,Conditional,Governed HSEQ field permit_number_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-076,training_code_2,Permits to Work,string/number/date/boolean,Conditional,Governed HSEQ field training_code_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-077,certification_expiry_2,Training & Competency,string/number/date/boolean,Conditional,Governed HSEQ field certification_expiry_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-078,asset_id_2,Environmental Management,string/number/date/boolean,Conditional,Governed HSEQ field asset_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-079,employee_id_2,Quality Management,string/number/date/boolean,Conditional,Governed HSEQ field employee_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-080,subcontractor_id_2,Compliance & Regulatory,string/number/date/boolean,Conditional,Governed HSEQ field subcontractor_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-081,crew_id_2,Industrial Hygiene,string/number/date/boolean,Conditional,Governed HSEQ field crew_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-082,weather_condition_2,Emergency Management,string/number/date/boolean,Conditional,Governed HSEQ field weather_condition_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-083,shift_id_2,Subcontractor HSEQ,string/number/date/boolean,Conditional,Governed HSEQ field shift_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-084,control_id_2,Equipment & Fleet Safety,string/number/date/boolean,Conditional,Governed HSEQ field control_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-085,hazard_id_2,Public & Traffic Safety,string/number/date/boolean,Conditional,Governed HSEQ field hazard_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-086,incident_id_2,Corrective & Preventive Action,string/number/date/boolean,Conditional,Governed HSEQ field incident_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-087,action_id_2,Audit & Assurance,string/number/date/boolean,Conditional,Governed HSEQ field action_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-088,inspection_id_2,HSEQ Analytics,string/number/date/boolean,Conditional,Governed HSEQ field inspection_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-089,audit_id_2,AI HSEQ Intelligence,string/number/date/boolean,Conditional,Governed HSEQ field audit_id_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-090,quality_result_2,HSEQ Digital Twin,string/number/date/boolean,Conditional,Governed HSEQ field quality_result_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-091,environmental_result_2,Safety Management,string/number/date/boolean,Conditional,Governed HSEQ field environmental_result_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-092,compliance_result_2,Incident & Near-Miss Management,string/number/date/boolean,Conditional,Governed HSEQ field compliance_result_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-093,created_at_2,JHA/JSA & Pre-Task Planning,string/number/date/boolean,Conditional,Governed HSEQ field created_at_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-094,created_by_2,Permits to Work,string/number/date/boolean,Conditional,Governed HSEQ field created_by_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-095,updated_at_2,Training & Competency,string/number/date/boolean,Conditional,Governed HSEQ field updated_at_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-096,updated_by_2,Environmental Management,string/number/date/boolean,Conditional,Governed HSEQ field updated_by_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-097,approval_status_2,Quality Management,string/number/date/boolean,Conditional,Governed HSEQ field approval_status_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-098,reviewed_by_2,Compliance & Regulatory,string/number/date/boolean,Conditional,Governed HSEQ field reviewed_by_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-099,reviewed_at_2,Industrial Hygiene,string/number/date/boolean,Conditional,Governed HSEQ field reviewed_at_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-100,digital_signature_2,Emergency Management,string/number/date/boolean,Conditional,Governed HSEQ field digital_signature_2.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-101,tenant_id_3,Subcontractor HSEQ,string/number/date/boolean,Conditional,Governed HSEQ field tenant_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-102,organization_id_3,Equipment & Fleet Safety,string/number/date/boolean,Conditional,Governed HSEQ field organization_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-103,project_id_3,Public & Traffic Safety,string/number/date/boolean,Conditional,Governed HSEQ field project_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-104,location_id_3,Corrective & Preventive Action,string/number/date/boolean,Conditional,Governed HSEQ field location_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-105,record_id_3,Audit & Assurance,string/number/date/boolean,Conditional,Governed HSEQ field record_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-106,record_version_3,HSEQ Analytics,string/number/date/boolean,Conditional,Governed HSEQ field record_version_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-107,status_3,AI HSEQ Intelligence,string/number/date/boolean,Conditional,Governed HSEQ field status_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-108,severity_3,HSEQ Digital Twin,string/number/date/boolean,Conditional,Governed HSEQ field severity_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-109,risk_score_3,Safety Management,string/number/date/boolean,Conditional,Governed HSEQ field risk_score_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-110,likelihood_3,Incident & Near-Miss Management,string/number/date/boolean,Conditional,Governed HSEQ field likelihood_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-111,consequence_3,JHA/JSA & Pre-Task Planning,string/number/date/boolean,Conditional,Governed HSEQ field consequence_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-112,owner_id_3,Permits to Work,string/number/date/boolean,Conditional,Governed HSEQ field owner_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-113,assigned_to_3,Training & Competency,string/number/date/boolean,Conditional,Governed HSEQ field assigned_to_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-114,reported_by_3,Environmental Management,string/number/date/boolean,Conditional,Governed HSEQ field reported_by_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-115,reported_at_3,Quality Management,string/number/date/boolean,Conditional,Governed HSEQ field reported_at_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-116,occurred_at_3,Compliance & Regulatory,string/number/date/boolean,Conditional,Governed HSEQ field occurred_at_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-117,due_at_3,Industrial Hygiene,string/number/date/boolean,Conditional,Governed HSEQ field due_at_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-118,closed_at_3,Emergency Management,string/number/date/boolean,Conditional,Governed HSEQ field closed_at_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-119,verified_at_3,Subcontractor HSEQ,string/number/date/boolean,Conditional,Governed HSEQ field verified_at_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-120,evidence_uri_3,Equipment & Fleet Safety,string/number/date/boolean,Conditional,Governed HSEQ field evidence_uri_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-121,source_system_3,Public & Traffic Safety,string/number/date/boolean,Conditional,Governed HSEQ field source_system_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-122,source_record_id_3,Corrective & Preventive Action,string/number/date/boolean,Conditional,Governed HSEQ field source_record_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-123,jurisdiction_3,Audit & Assurance,string/number/date/boolean,Conditional,Governed HSEQ field jurisdiction_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-124,regulation_code_3,HSEQ Analytics,string/number/date/boolean,Conditional,Governed HSEQ field regulation_code_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-125,permit_number_3,AI HSEQ Intelligence,string/number/date/boolean,Conditional,Governed HSEQ field permit_number_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-126,training_code_3,HSEQ Digital Twin,string/number/date/boolean,Conditional,Governed HSEQ field training_code_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-127,certification_expiry_3,Safety Management,string/number/date/boolean,Conditional,Governed HSEQ field certification_expiry_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-128,asset_id_3,Incident & Near-Miss Management,string/number/date/boolean,Conditional,Governed HSEQ field asset_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-129,employee_id_3,JHA/JSA & Pre-Task Planning,string/number/date/boolean,Conditional,Governed HSEQ field employee_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-130,subcontractor_id_3,Permits to Work,string/number/date/boolean,Conditional,Governed HSEQ field subcontractor_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-131,crew_id_3,Training & Competency,string/number/date/boolean,Conditional,Governed HSEQ field crew_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-132,weather_condition_3,Environmental Management,string/number/date/boolean,Conditional,Governed HSEQ field weather_condition_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-133,shift_id_3,Quality Management,string/number/date/boolean,Conditional,Governed HSEQ field shift_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-134,control_id_3,Compliance & Regulatory,string/number/date/boolean,Conditional,Governed HSEQ field control_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-135,hazard_id_3,Industrial Hygiene,string/number/date/boolean,Conditional,Governed HSEQ field hazard_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-136,incident_id_3,Emergency Management,string/number/date/boolean,Conditional,Governed HSEQ field incident_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-137,action_id_3,Subcontractor HSEQ,string/number/date/boolean,Conditional,Governed HSEQ field action_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-138,inspection_id_3,Equipment & Fleet Safety,string/number/date/boolean,Conditional,Governed HSEQ field inspection_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-139,audit_id_3,Public & Traffic Safety,string/number/date/boolean,Conditional,Governed HSEQ field audit_id_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-140,quality_result_3,Corrective & Preventive Action,string/number/date/boolean,Conditional,Governed HSEQ field quality_result_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-141,environmental_result_3,Audit & Assurance,string/number/date/boolean,Conditional,Governed HSEQ field environmental_result_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-142,compliance_result_3,HSEQ Analytics,string/number/date/boolean,Conditional,Governed HSEQ field compliance_result_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-143,created_at_3,AI HSEQ Intelligence,string/number/date/boolean,Conditional,Governed HSEQ field created_at_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-144,created_by_3,HSEQ Digital Twin,string/number/date/boolean,Conditional,Governed HSEQ field created_by_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-145,updated_at_3,Safety Management,string/number/date/boolean,Conditional,Governed HSEQ field updated_at_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-146,updated_by_3,Incident & Near-Miss Management,string/number/date/boolean,Conditional,Governed HSEQ field updated_by_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-147,approval_status_3,JHA/JSA & Pre-Task Planning,string/number/date/boolean,Conditional,Governed HSEQ field approval_status_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-148,reviewed_by_3,Permits to Work,string/number/date/boolean,Conditional,Governed HSEQ field reviewed_by_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-149,reviewed_at_3,Training & Competency,string/number/date/boolean,Conditional,Governed HSEQ field reviewed_at_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-150,digital_signature_3,Environmental Management,string/number/date/boolean,Conditional,Governed HSEQ field digital_signature_3.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-151,tenant_id_4,Quality Management,string/number/date/boolean,Conditional,Governed HSEQ field tenant_id_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-152,organization_id_4,Compliance & Regulatory,string/number/date/boolean,Conditional,Governed HSEQ field organization_id_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-153,project_id_4,Industrial Hygiene,string/number/date/boolean,Conditional,Governed HSEQ field project_id_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-154,location_id_4,Emergency Management,string/number/date/boolean,Conditional,Governed HSEQ field location_id_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-155,record_id_4,Subcontractor HSEQ,string/number/date/boolean,Conditional,Governed HSEQ field record_id_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-156,record_version_4,Equipment & Fleet Safety,string/number/date/boolean,Conditional,Governed HSEQ field record_version_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-157,status_4,Public & Traffic Safety,string/number/date/boolean,Conditional,Governed HSEQ field status_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-158,severity_4,Corrective & Preventive Action,string/number/date/boolean,Conditional,Governed HSEQ field severity_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-159,risk_score_4,Audit & Assurance,string/number/date/boolean,Conditional,Governed HSEQ field risk_score_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-160,likelihood_4,HSEQ Analytics,string/number/date/boolean,Conditional,Governed HSEQ field likelihood_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-161,consequence_4,AI HSEQ Intelligence,string/number/date/boolean,Conditional,Governed HSEQ field consequence_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-162,owner_id_4,HSEQ Digital Twin,string/number/date/boolean,Conditional,Governed HSEQ field owner_id_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
P14-FLD-163,assigned_to_4,Safety Management,string/number/date/boolean,Conditional,Governed HSEQ field assigned_to_4.,"Validate scope, type, permissions, evidence and applicable jurisdiction"
