Field_ID,Entity,Field,Data_Type,Requirement,Definition,Validation
P11-FLD-111,DigitalTwinSnapshot,created_at_3,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-112,AIRecommendation,updated_by_3,string,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-113,AIOverride,updated_at_3,string,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-114,ProcurementAuditEvent,effective_from_3,string,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-115,ProcurementReference115,effective_to_3,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-116,ProcurementReference116,version_number_3,decimal,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-117,ProcurementReference117,is_active_3,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-118,ProcurementReference118,reason_code_3,string,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-119,ProcurementReference119,notes_3,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-120,ProcurementReference120,attachment_count_3,decimal,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-121,Supplier,tenant_id_4,string,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-122,SupplierSite,company_id_4,string,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-123,SupplierContact,record_id_4,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-124,SupplierClassification,record_number_4,string,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-125,SupplierQualification,record_type_4,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-126,SupplierInsurance,status_4,string,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-127,SupplierLicense,name_4,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-128,SupplierCertificate,description_4,string,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-129,SupplierRiskAssessment,project_id_4,string,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-130,SupplierPerformanceReview,cost_code_id_4,string,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-131,SupplierScorecard,supplier_id_4,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-132,SupplierPriceHistory,warehouse_id_4,string,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-133,ApprovedSupplier,item_id_4,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-134,SupplierDiversityRecord,quantity_4,decimal,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-135,SupplierBankChangeRequest,unit_of_measure_4,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-136,SourcingEvent,unit_price_4,decimal,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-137,RFI,extended_amount_4,decimal,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-138,RFQ,currency_code_4,string,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-139,RFP,requested_date_4,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-140,BidInvitation,required_date_4,string,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-141,SupplierBid,promised_date_4,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-142,BidLine,actual_date_4,string,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-143,BidClarification,approval_status_4,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-144,BidComparison,approved_by_4,string,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-145,NegotiationRound,approved_at_4,string,Required,Governed field supporting procurement planning.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-146,AwardRecommendation,risk_score_4,decimal,Conditional,Governed field supporting supplier management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-147,SourcingAward,compliance_status_4,string,Conditional,Governed field supporting strategic sourcing.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-148,PurchaseRequisition,source_system_4,string,Conditional,Governed field supporting purchase requisitions.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-149,RequisitionLine,external_reference_4,string,Required,Governed field supporting purchase orders.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-150,RequisitionApproval,created_by_4,string,Conditional,Governed field supporting subcontract procurement.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-151,EmergencyPurchaseRequest,created_at_4,string,Conditional,Governed field supporting inventory control.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-152,MaterialRequest,updated_by_4,string,Conditional,Governed field supporting warehouse operations.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-153,RentalRequest,updated_at_4,string,Required,Governed field supporting material receiving.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-154,ServiceRequest,effective_from_4,string,Conditional,Governed field supporting construction logistics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-155,PurchaseOrder,effective_to_4,string,Conditional,Governed field supporting rental management.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-156,PurchaseOrderLine,version_number_4,decimal,Conditional,Governed field supporting catalog and item master.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-157,BlanketPurchaseOrder,is_active_4,string,Required,Governed field supporting procure-to-pay integration.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-158,ReleaseOrder,reason_code_4,string,Conditional,Governed field supporting supply chain analytics.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-159,PurchaseOrderChange,notes_4,string,Conditional,Governed field supporting ai procurement intelligence.,"Tenant-scoped; validate length, type, reference and status rules"
P11-FLD-160,PurchaseOrderApproval,attachment_count_4,decimal,Conditional,Governed field supporting supply chain digital twin.,"Tenant-scoped; validate length, type, reference and status rules"
