phase,phase_title,requirement_id,test_id,engine_id,api_id,ui_id,status
06,AI Construction Intelligence,AI-REQ-005,AI-TST-005,,,,Mapped
06,AI Construction Intelligence,AI-REQ-006,AI-TST-006,,,,Mapped
06,AI Construction Intelligence,AI-REQ-007,AI-TST-007,,,,Mapped
06,AI Construction Intelligence,AI-REQ-008,AI-TST-008,,,,Mapped
06,AI Construction Intelligence,AI-REQ-009,AI-TST-009,,,,Mapped
06,AI Construction Intelligence,AI-REQ-010,AI-TST-010,,,,Mapped
06,AI Construction Intelligence,AI-REQ-011,AI-TST-011,,,,Mapped
06,AI Construction Intelligence,AI-REQ-012,AI-TST-012,,,,Mapped
06,AI Construction Intelligence,AI-REQ-013,AI-TST-013,,,,Mapped
06,AI Construction Intelligence,AI-REQ-014,AI-TST-014,,,,Mapped
06,AI Construction Intelligence,AI-REQ-015,AI-TST-015,,,,Mapped
06,AI Construction Intelligence,AI-REQ-016,AI-TST-016,,,,Mapped
06,AI Construction Intelligence,AI-REQ-017,AI-TST-017,,,,Mapped
06,AI Construction Intelligence,AI-REQ-018,AI-TST-018,,,,Mapped
06,AI Construction Intelligence,AI-REQ-019,AI-TST-019,,,,Mapped
06,AI Construction Intelligence,AI-REQ-020,AI-TST-020,,,,Mapped
06,AI Construction Intelligence,AI-REQ-021,AI-TST-021,,,,Mapped
06,AI Construction Intelligence,AI-REQ-022,AI-TST-022,,,,Mapped
06,AI Construction Intelligence,AI-REQ-023,AI-TST-023,,,,Mapped
06,AI Construction Intelligence,AI-REQ-024,AI-TST-024,,,,Mapped
06,AI Construction Intelligence,AI-REQ-025,AI-TST-025,,,,Mapped
06,AI Construction Intelligence,AI-REQ-026,AI-TST-026,,,,Mapped
06,AI Construction Intelligence,AI-REQ-027,AI-TST-027,,,,Mapped
06,AI Construction Intelligence,AI-REQ-028,AI-TST-028,,,,Mapped
06,AI Construction Intelligence,AI-REQ-029,AI-TST-029,,,,Mapped
06,AI Construction Intelligence,AI-REQ-030,AI-TST-030,,,,Mapped
06,AI Construction Intelligence,AI-REQ-031,AI-TST-031,,,,Mapped
06,AI Construction Intelligence,AI-REQ-032,AI-TST-032,,,,Mapped
06,AI Construction Intelligence,AI-REQ-033,AI-TST-033,,,,Mapped
06,AI Construction Intelligence,AI-REQ-034,AI-TST-034,,,,Mapped
06,AI Construction Intelligence,AI-REQ-035,AI-TST-035,,,,Mapped
06,AI Construction Intelligence,AI-REQ-036,AI-TST-036,,,,Mapped
06,AI Construction Intelligence,AI-REQ-037,AI-TST-037,,,,Mapped
06,AI Construction Intelligence,AI-REQ-038,AI-TST-038,,,,Mapped
06,AI Construction Intelligence,AI-REQ-039,AI-TST-039,,,,Mapped
06,AI Construction Intelligence,AI-REQ-040,AI-TST-040,,,,Mapped
06,AI Construction Intelligence,AI-REQ-041,AI-TST-041,,,,Mapped
06,AI Construction Intelligence,AI-REQ-042,AI-TST-042,,,,Mapped
06,AI Construction Intelligence,AI-REQ-043,AI-TST-043,,,,Mapped
06,AI Construction Intelligence,AI-REQ-044,AI-TST-044,,,,Mapped
06,AI Construction Intelligence,AI-REQ-045,AI-TST-045,,,,Mapped
06,AI Construction Intelligence,AI-REQ-046,AI-TST-046,,,,Mapped
06,AI Construction Intelligence,AI-REQ-047,AI-TST-047,,,,Mapped
06,AI Construction Intelligence,AI-REQ-048,AI-TST-048,,,,Mapped
06,AI Construction Intelligence,AI-REQ-049,AI-TST-049,,,,Mapped
06,AI Construction Intelligence,AI-REQ-050,AI-TST-050,,,,Mapped
06,AI Construction Intelligence,AI-REQ-051,AI-TST-051,,,,Mapped
06,AI Construction Intelligence,AI-REQ-052,AI-TST-052,,,,Mapped
06,AI Construction Intelligence,AI-REQ-053,AI-TST-053,,,,Mapped
06,AI Construction Intelligence,AI-REQ-054,AI-TST-054,,,,Mapped
06,AI Construction Intelligence,AI-REQ-055,AI-TST-055,,,,Mapped
06,AI Construction Intelligence,AI-REQ-056,AI-TST-056,,,,Mapped
06,AI Construction Intelligence,AI-REQ-057,AI-TST-057,,,,Mapped
06,AI Construction Intelligence,AI-REQ-058,AI-TST-058,,,,Mapped
06,AI Construction Intelligence,AI-REQ-059,AI-TST-059,,,,Mapped
06,AI Construction Intelligence,AI-REQ-060,AI-TST-060,,,,Mapped
06,AI Construction Intelligence,AI-REQ-061,AI-TST-061,,,,Mapped
06,AI Construction Intelligence,AI-REQ-062,AI-TST-062,,,,Mapped
06,AI Construction Intelligence,AI-REQ-063,AI-TST-063,,,,Mapped
06,AI Construction Intelligence,AI-REQ-064,AI-TST-064,,,,Mapped
06,AI Construction Intelligence,AI-REQ-065,AI-TST-065,,,,Mapped
06,AI Construction Intelligence,AI-REQ-066,AI-TST-066,,,,Mapped
06,AI Construction Intelligence,AI-REQ-067,AI-TST-067,,,,Mapped
06,AI Construction Intelligence,AI-REQ-068,AI-TST-068,,,,Mapped
06,AI Construction Intelligence,AI-REQ-069,AI-TST-069,,,,Mapped
06,AI Construction Intelligence,AI-REQ-070,AI-TST-070,,,,Mapped
06,AI Construction Intelligence,AI-REQ-071,AI-TST-071,,,,Mapped
06,AI Construction Intelligence,AI-REQ-072,AI-TST-072,,,,Mapped
06,AI Construction Intelligence,AI-REQ-073,AI-TST-073,,,,Mapped
06,AI Construction Intelligence,AI-REQ-074,AI-TST-074,,,,Mapped
06,AI Construction Intelligence,AI-REQ-075,AI-TST-075,,,,Mapped
06,AI Construction Intelligence,AI-REQ-076,AI-TST-076,,,,Mapped
06,AI Construction Intelligence,AI-REQ-077,AI-TST-077,,,,Mapped
06,AI Construction Intelligence,AI-REQ-078,AI-TST-078,,,,Mapped
06,AI Construction Intelligence,AI-REQ-079,AI-TST-079,,,,Mapped
06,AI Construction Intelligence,AI-REQ-080,AI-TST-080,,,,Mapped
06,AI Construction Intelligence,AI-REQ-081,AI-TST-081,,,,Mapped
06,AI Construction Intelligence,AI-REQ-082,AI-TST-082,,,,Mapped
06,AI Construction Intelligence,AI-REQ-083,AI-TST-083,,,,Mapped
06,AI Construction Intelligence,AI-REQ-084,AI-TST-084,,,,Mapped
06,AI Construction Intelligence,AI-REQ-085,AI-TST-085,,,,Mapped
06,AI Construction Intelligence,AI-REQ-086,AI-TST-086,,,,Mapped
06,AI Construction Intelligence,AI-REQ-087,AI-TST-087,,,,Mapped
06,AI Construction Intelligence,AI-REQ-088,AI-TST-088,,,,Mapped
06,AI Construction Intelligence,AI-REQ-089,AI-TST-089,,,,Mapped
06,AI Construction Intelligence,AI-REQ-090,AI-TST-090,,,,Mapped
06,AI Construction Intelligence,AI-REQ-091,AI-TST-091,,,,Mapped
06,AI Construction Intelligence,AI-REQ-092,AI-TST-092,,,,Mapped
06,AI Construction Intelligence,AI-REQ-093,AI-TST-093,,,,Mapped
06,AI Construction Intelligence,AI-REQ-094,AI-TST-094,,,,Mapped
06,AI Construction Intelligence,AI-REQ-095,AI-TST-095,,,,Mapped
06,AI Construction Intelligence,AI-REQ-096,AI-TST-096,,,,Mapped
06,AI Construction Intelligence,AI-REQ-097,AI-TST-097,,,,Mapped
06,AI Construction Intelligence,AI-REQ-098,AI-TST-098,,,,Mapped
06,AI Construction Intelligence,AI-REQ-099,AI-TST-099,,,,Mapped
06,AI Construction Intelligence,AI-REQ-100,AI-TST-100,,,,Mapped
06,AI Construction Intelligence,AI-REQ-101,AI-TST-101,,,,Mapped
06,AI Construction Intelligence,AI-REQ-102,AI-TST-102,,,,Mapped
06,AI Construction Intelligence,AI-REQ-103,AI-TST-103,,,,Mapped
06,AI Construction Intelligence,AI-REQ-104,AI-TST-104,,,,Mapped
06,AI Construction Intelligence,AI-REQ-105,AI-TST-105,,,,Mapped
06,AI Construction Intelligence,AI-REQ-106,AI-TST-106,,,,Mapped
06,AI Construction Intelligence,AI-REQ-107,AI-TST-107,,,,Mapped
06,AI Construction Intelligence,AI-REQ-108,AI-TST-108,,,,Mapped
06,AI Construction Intelligence,AI-REQ-109,AI-TST-109,,,,Mapped
06,AI Construction Intelligence,AI-REQ-110,AI-TST-110,,,,Mapped
06,AI Construction Intelligence,AI-REQ-111,AI-TST-111,,,,Mapped
06,AI Construction Intelligence,AI-REQ-112,AI-TST-112,,,,Mapped
06,AI Construction Intelligence,AI-REQ-113,AI-TST-113,,,,Mapped
06,AI Construction Intelligence,AI-REQ-114,AI-TST-114,,,,Mapped
06,AI Construction Intelligence,AI-REQ-115,AI-TST-115,,,,Mapped
06,AI Construction Intelligence,AI-REQ-116,AI-TST-116,,,,Mapped
06,AI Construction Intelligence,AI-REQ-117,AI-TST-117,,,,Mapped
06,AI Construction Intelligence,AI-REQ-118,AI-TST-118,,,,Mapped
06,AI Construction Intelligence,AI-REQ-119,AI-TST-119,,,,Mapped
06,AI Construction Intelligence,AI-REQ-120,AI-TST-120,,,,Mapped
07,Enterprise Project Management,P07-REQ-001,P07-TC-001,,,,
07,Enterprise Project Management,P07-REQ-002,P07-TC-002,,,,
07,Enterprise Project Management,P07-REQ-003,P07-TC-003,,,,
07,Enterprise Project Management,P07-REQ-004,P07-TC-004,,,,
07,Enterprise Project Management,P07-REQ-005,P07-TC-005,,,,
07,Enterprise Project Management,P07-REQ-006,P07-TC-006,,,,
07,Enterprise Project Management,P07-REQ-007,P07-TC-007,,,,
07,Enterprise Project Management,P07-REQ-008,P07-TC-008,,,,
07,Enterprise Project Management,P07-REQ-009,P07-TC-009,,,,
07,Enterprise Project Management,P07-REQ-010,P07-TC-010,,,,
07,Enterprise Project Management,P07-REQ-011,P07-TC-011,,,,
07,Enterprise Project Management,P07-REQ-012,P07-TC-012,,,,
07,Enterprise Project Management,P07-REQ-013,P07-TC-013,,,,
07,Enterprise Project Management,P07-REQ-014,P07-TC-014,,,,
07,Enterprise Project Management,P07-REQ-015,P07-TC-015,,,,
07,Enterprise Project Management,P07-REQ-016,P07-TC-016,,,,
07,Enterprise Project Management,P07-REQ-017,P07-TC-017,,,,
07,Enterprise Project Management,P07-REQ-018,P07-TC-018,,,,
07,Enterprise Project Management,P07-REQ-019,P07-TC-019,,,,
07,Enterprise Project Management,P07-REQ-020,P07-TC-020,,,,
07,Enterprise Project Management,P07-REQ-021,P07-TC-021,,,,
07,Enterprise Project Management,P07-REQ-022,P07-TC-022,,,,
07,Enterprise Project Management,P07-REQ-023,P07-TC-023,,,,
07,Enterprise Project Management,P07-REQ-024,P07-TC-024,,,,
07,Enterprise Project Management,P07-REQ-025,P07-TC-025,,,,
07,Enterprise Project Management,P07-REQ-026,P07-TC-026,,,,
07,Enterprise Project Management,P07-REQ-027,P07-TC-027,,,,
07,Enterprise Project Management,P07-REQ-028,P07-TC-028,,,,
07,Enterprise Project Management,P07-REQ-029,P07-TC-029,,,,
07,Enterprise Project Management,P07-REQ-030,P07-TC-030,,,,
07,Enterprise Project Management,P07-REQ-031,P07-TC-031,,,,
07,Enterprise Project Management,P07-REQ-032,P07-TC-032,,,,
07,Enterprise Project Management,P07-REQ-033,P07-TC-033,,,,
07,Enterprise Project Management,P07-REQ-034,P07-TC-034,,,,
07,Enterprise Project Management,P07-REQ-035,P07-TC-035,,,,
07,Enterprise Project Management,P07-REQ-036,P07-TC-036,,,,
07,Enterprise Project Management,P07-REQ-037,P07-TC-037,,,,
07,Enterprise Project Management,P07-REQ-038,P07-TC-038,,,,
07,Enterprise Project Management,P07-REQ-039,P07-TC-039,,,,
07,Enterprise Project Management,P07-REQ-040,P07-TC-040,,,,
07,Enterprise Project Management,P07-REQ-041,P07-TC-041,,,,
07,Enterprise Project Management,P07-REQ-042,P07-TC-042,,,,
07,Enterprise Project Management,P07-REQ-043,P07-TC-043,,,,
07,Enterprise Project Management,P07-REQ-044,P07-TC-044,,,,
07,Enterprise Project Management,P07-REQ-045,P07-TC-045,,,,
07,Enterprise Project Management,P07-REQ-046,P07-TC-046,,,,
07,Enterprise Project Management,P07-REQ-047,P07-TC-047,,,,
07,Enterprise Project Management,P07-REQ-048,P07-TC-048,,,,
07,Enterprise Project Management,P07-REQ-049,P07-TC-049,,,,
07,Enterprise Project Management,P07-REQ-050,P07-TC-050,,,,
07,Enterprise Project Management,P07-REQ-051,P07-TC-051,,,,
07,Enterprise Project Management,P07-REQ-052,P07-TC-052,,,,
07,Enterprise Project Management,P07-REQ-053,P07-TC-053,,,,
07,Enterprise Project Management,P07-REQ-054,P07-TC-054,,,,
07,Enterprise Project Management,P07-REQ-055,P07-TC-055,,,,
07,Enterprise Project Management,P07-REQ-056,P07-TC-056,,,,
07,Enterprise Project Management,P07-REQ-057,P07-TC-057,,,,
07,Enterprise Project Management,P07-REQ-058,P07-TC-058,,,,
07,Enterprise Project Management,P07-REQ-059,P07-TC-059,,,,
07,Enterprise Project Management,P07-REQ-060,P07-TC-060,,,,
07,Enterprise Project Management,P07-REQ-061,P07-TC-061,,,,
07,Enterprise Project Management,P07-REQ-062,P07-TC-062,,,,
07,Enterprise Project Management,P07-REQ-063,P07-TC-063,,,,
07,Enterprise Project Management,P07-REQ-064,P07-TC-064,,,,
07,Enterprise Project Management,P07-REQ-065,P07-TC-065,,,,
07,Enterprise Project Management,P07-REQ-066,P07-TC-066,,,,
07,Enterprise Project Management,P07-REQ-067,P07-TC-067,,,,
07,Enterprise Project Management,P07-REQ-068,P07-TC-068,,,,
07,Enterprise Project Management,P07-REQ-069,P07-TC-069,,,,
07,Enterprise Project Management,P07-REQ-070,P07-TC-070,,,,
07,Enterprise Project Management,P07-REQ-071,P07-TC-071,,,,
07,Enterprise Project Management,P07-REQ-072,P07-TC-072,,,,
07,Enterprise Project Management,P07-REQ-073,P07-TC-073,,,,
07,Enterprise Project Management,P07-REQ-074,P07-TC-074,,,,
07,Enterprise Project Management,P07-REQ-075,P07-TC-075,,,,
07,Enterprise Project Management,P07-REQ-076,P07-TC-076,,,,
07,Enterprise Project Management,P07-REQ-077,P07-TC-077,,,,
07,Enterprise Project Management,P07-REQ-078,P07-TC-078,,,,
07,Enterprise Project Management,P07-REQ-079,P07-TC-079,,,,
07,Enterprise Project Management,P07-REQ-080,P07-TC-080,,,,
07,Enterprise Project Management,P07-REQ-081,P07-TC-081,,,,
07,Enterprise Project Management,P07-REQ-082,P07-TC-082,,,,
07,Enterprise Project Management,P07-REQ-083,P07-TC-083,,,,
07,Enterprise Project Management,P07-REQ-084,P07-TC-084,,,,
07,Enterprise Project Management,P07-REQ-085,P07-TC-085,,,,
07,Enterprise Project Management,P07-REQ-086,P07-TC-086,,,,
07,Enterprise Project Management,P07-REQ-087,P07-TC-087,,,,
07,Enterprise Project Management,P07-REQ-088,P07-TC-088,,,,
07,Enterprise Project Management,P07-REQ-089,P07-TC-089,,,,
07,Enterprise Project Management,P07-REQ-090,P07-TC-090,,,,
07,Enterprise Project Management,P07-REQ-091,P07-TC-091,,,,
07,Enterprise Project Management,P07-REQ-092,P07-TC-092,,,,
07,Enterprise Project Management,P07-REQ-093,P07-TC-093,,,,
07,Enterprise Project Management,P07-REQ-094,P07-TC-094,,,,
07,Enterprise Project Management,P07-REQ-095,P07-TC-095,,,,
07,Enterprise Project Management,P07-REQ-096,P07-TC-096,,,,
07,Enterprise Project Management,P07-REQ-097,P07-TC-097,,,,
07,Enterprise Project Management,P07-REQ-098,P07-TC-098,,,,
07,Enterprise Project Management,P07-REQ-099,P07-TC-099,,,,
07,Enterprise Project Management,P07-REQ-100,P07-TC-100,,,,
07,Enterprise Project Management,P07-REQ-101,P07-TC-101,,,,
07,Enterprise Project Management,P07-REQ-102,P07-TC-102,,,,
07,Enterprise Project Management,P07-REQ-103,P07-TC-103,,,,
07,Enterprise Project Management,P07-REQ-104,P07-TC-104,,,,
07,Enterprise Project Management,P07-REQ-105,P07-TC-105,,,,
07,Enterprise Project Management,P07-REQ-106,P07-TC-106,,,,
07,Enterprise Project Management,P07-REQ-107,P07-TC-107,,,,
07,Enterprise Project Management,P07-REQ-108,P07-TC-108,,,,
07,Enterprise Project Management,P07-REQ-109,P07-TC-109,,,,
07,Enterprise Project Management,P07-REQ-110,P07-TC-110,,,,
07,Enterprise Project Management,P07-REQ-111,P07-TC-111,,,,
07,Enterprise Project Management,P07-REQ-112,P07-TC-112,,,,
07,Enterprise Project Management,P07-REQ-113,P07-TC-113,,,,
07,Enterprise Project Management,P07-REQ-114,P07-TC-114,,,,
07,Enterprise Project Management,P07-REQ-115,P07-TC-115,,,,
07,Enterprise Project Management,P07-REQ-116,P07-TC-116,,,,
07,Enterprise Project Management,P07-REQ-117,P07-TC-117,,,,
07,Enterprise Project Management,P07-REQ-118,P07-TC-118,,,,
07,Enterprise Project Management,P07-REQ-119,P07-TC-119,,,,
07,Enterprise Project Management,P07-REQ-120,P07-TC-120,,,,
07,Enterprise Project Management,P07-REQ-121,P07-TC-121,,,,
07,Enterprise Project Management,P07-REQ-122,P07-TC-122,,,,
07,Enterprise Project Management,P07-REQ-123,P07-TC-123,,,,
07,Enterprise Project Management,P07-REQ-124,P07-TC-124,,,,
07,Enterprise Project Management,P07-REQ-125,P07-TC-125,,,,
07,Enterprise Project Management,P07-REQ-126,P07-TC-126,,,,
07,Enterprise Project Management,P07-REQ-127,P07-TC-127,,,,
07,Enterprise Project Management,P07-REQ-128,P07-TC-128,,,,
07,Enterprise Project Management,P07-REQ-129,P07-TC-129,,,,
07,Enterprise Project Management,P07-REQ-130,P07-TC-130,,,,
07,Enterprise Project Management,P07-REQ-131,P07-TC-131,,,,
07,Enterprise Project Management,P07-REQ-132,P07-TC-132,,,,
07,Enterprise Project Management,P07-REQ-133,P07-TC-133,,,,
07,Enterprise Project Management,P07-REQ-134,P07-TC-134,,,,
07,Enterprise Project Management,P07-REQ-135,P07-TC-135,,,,
07,Enterprise Project Management,P07-REQ-136,P07-TC-136,,,,
07,Enterprise Project Management,P07-REQ-137,P07-TC-137,,,,
07,Enterprise Project Management,P07-REQ-138,P07-TC-138,,,,
07,Enterprise Project Management,P07-REQ-139,P07-TC-139,,,,
07,Enterprise Project Management,P07-REQ-140,P07-TC-140,,,,
07,Enterprise Project Management,P07-REQ-141,P07-TC-141,,,,
07,Enterprise Project Management,P07-REQ-142,P07-TC-142,,,,
07,Enterprise Project Management,P07-REQ-143,P07-TC-143,,,,
07,Enterprise Project Management,P07-REQ-144,P07-TC-144,,,,
07,Enterprise Project Management,P07-REQ-145,P07-TC-145,,,,
07,Enterprise Project Management,P07-REQ-146,P07-TC-146,,,,
07,Enterprise Project Management,P07-REQ-147,P07-TC-147,,,,
07,Enterprise Project Management,P07-REQ-148,P07-TC-148,,,,
07,Enterprise Project Management,P07-REQ-149,P07-TC-149,,,,
07,Enterprise Project Management,P07-REQ-150,P07-TC-150,,,,
07,Enterprise Project Management,P07-REQ-151,P07-TC-151,,,,
07,Enterprise Project Management,P07-REQ-152,P07-TC-152,,,,
07,Enterprise Project Management,P07-REQ-153,P07-TC-153,,,,
07,Enterprise Project Management,P07-REQ-154,P07-TC-154,,,,
07,Enterprise Project Management,P07-REQ-155,P07-TC-155,,,,
07,Enterprise Project Management,P07-REQ-156,P07-TC-156,,,,
07,Enterprise Project Management,P07-REQ-157,P07-TC-157,,,,
07,Enterprise Project Management,P07-REQ-158,P07-TC-158,,,,
07,Enterprise Project Management,P07-REQ-159,P07-TC-159,,,,
07,Enterprise Project Management,P07-REQ-160,P07-TC-160,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-001,GES-P08-TST-001,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-002,GES-P08-TST-002,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-003,GES-P08-TST-003,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-004,GES-P08-TST-004,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-005,GES-P08-TST-005,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-006,GES-P08-TST-006,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-007,GES-P08-TST-007,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-008,GES-P08-TST-008,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-009,GES-P08-TST-009,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-010,GES-P08-TST-010,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-011,GES-P08-TST-011,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-012,GES-P08-TST-012,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-013,GES-P08-TST-013,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-014,GES-P08-TST-014,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-015,GES-P08-TST-015,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-016,GES-P08-TST-016,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-017,GES-P08-TST-017,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-018,GES-P08-TST-018,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-019,GES-P08-TST-019,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-020,GES-P08-TST-020,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-021,GES-P08-TST-021,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-022,GES-P08-TST-022,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-023,GES-P08-TST-023,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-024,GES-P08-TST-024,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-025,GES-P08-TST-025,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-026,GES-P08-TST-026,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-027,GES-P08-TST-027,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-028,GES-P08-TST-028,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-029,GES-P08-TST-029,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-030,GES-P08-TST-030,,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-REQ-031,GES-P08-TST-031,,,,
