field_id,field_name,domain,type,required,definition,validation
P13-FLD-032,variance_value,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field variance_value; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-033,confidence_score,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field confidence_score; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-034,evidence_uri,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field evidence_uri; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-035,approval_status,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field approval_status; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-036,reviewed_by,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field reviewed_by; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-037,reviewed_at,Executive Command Center,string/decimal/timestamp,Conditional,Governed field reviewed_at; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-038,decision_id,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field decision_id; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-039,scenario_id,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field scenario_id; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-040,forecast_run_id,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field forecast_run_id; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-041,tenant_id_2,Project Intelligence,string/decimal/timestamp,Conditional,Governed field tenant_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-042,organization_id_2,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field organization_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-043,record_id_2,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field record_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-044,record_version_2,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field record_version_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-045,status_2,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field status_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-046,effective_at_2,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field effective_at_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-047,expires_at_2,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field expires_at_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-048,created_at_2,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field created_at_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-049,created_by_2,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field created_by_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-050,updated_at_2,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field updated_at_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-051,updated_by_2,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field updated_by_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-052,source_system_2,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field source_system_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-053,source_record_id_2,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field source_record_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-054,lineage_id_2,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field lineage_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-055,freshness_at_2,Executive Command Center,string/decimal/timestamp,Conditional,Governed field freshness_at_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-056,quality_status_2,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field quality_status_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-057,currency_code_2,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field currency_code_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-058,unit_code_2,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field unit_code_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-059,calendar_id_2,Project Intelligence,string/decimal/timestamp,Conditional,Governed field calendar_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-060,fiscal_period_id_2,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field fiscal_period_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-061,project_id_2,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field project_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-062,portfolio_id_2,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field portfolio_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-063,customer_id_2,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field customer_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-064,vendor_id_2,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field vendor_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-065,employee_id_2,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field employee_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-066,asset_id_2,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field asset_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-067,metric_id_2,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field metric_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-068,metric_version_2,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field metric_version_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-069,dimension_id_2,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field dimension_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-070,measure_value_2,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field measure_value_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-071,target_value_2,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field target_value_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-072,variance_value_2,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field variance_value_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-073,confidence_score_2,Executive Command Center,string/decimal/timestamp,Conditional,Governed field confidence_score_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-074,evidence_uri_2,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field evidence_uri_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-075,approval_status_2,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field approval_status_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-076,reviewed_by_2,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field reviewed_by_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-077,reviewed_at_2,Project Intelligence,string/decimal/timestamp,Conditional,Governed field reviewed_at_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-078,decision_id_2,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field decision_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-079,scenario_id_2,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field scenario_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-080,forecast_run_id_2,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field forecast_run_id_2; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-081,tenant_id_3,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field tenant_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-082,organization_id_3,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field organization_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-083,record_id_3,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field record_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-084,record_version_3,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field record_version_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-085,status_3,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field status_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-086,effective_at_3,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field effective_at_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-087,expires_at_3,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field expires_at_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-088,created_at_3,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field created_at_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-089,created_by_3,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field created_by_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-090,updated_at_3,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field updated_at_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-091,updated_by_3,Executive Command Center,string/decimal/timestamp,Conditional,Governed field updated_by_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-092,source_system_3,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field source_system_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-093,source_record_id_3,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field source_record_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-094,lineage_id_3,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field lineage_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-095,freshness_at_3,Project Intelligence,string/decimal/timestamp,Conditional,Governed field freshness_at_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-096,quality_status_3,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field quality_status_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-097,currency_code_3,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field currency_code_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-098,unit_code_3,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field unit_code_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-099,calendar_id_3,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field calendar_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-100,fiscal_period_id_3,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field fiscal_period_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-101,project_id_3,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field project_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-102,portfolio_id_3,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field portfolio_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-103,customer_id_3,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field customer_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-104,vendor_id_3,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field vendor_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-105,employee_id_3,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field employee_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-106,asset_id_3,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field asset_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-107,metric_id_3,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field metric_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-108,metric_version_3,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field metric_version_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-109,dimension_id_3,Executive Command Center,string/decimal/timestamp,Conditional,Governed field dimension_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-110,measure_value_3,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field measure_value_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-111,target_value_3,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field target_value_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-112,variance_value_3,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field variance_value_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-113,confidence_score_3,Project Intelligence,string/decimal/timestamp,Conditional,Governed field confidence_score_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-114,evidence_uri_3,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field evidence_uri_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-115,approval_status_3,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field approval_status_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-116,reviewed_by_3,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field reviewed_by_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-117,reviewed_at_3,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field reviewed_at_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-118,decision_id_3,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field decision_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-119,scenario_id_3,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field scenario_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-120,forecast_run_id_3,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field forecast_run_id_3; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-121,tenant_id_4,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field tenant_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-122,organization_id_4,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field organization_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-123,record_id_4,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field record_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-124,record_version_4,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field record_version_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-125,status_4,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field status_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-126,effective_at_4,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field effective_at_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-127,expires_at_4,Executive Command Center,string/decimal/timestamp,Conditional,Governed field expires_at_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-128,created_at_4,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field created_at_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-129,created_by_4,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field created_by_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-130,updated_at_4,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field updated_at_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-131,updated_by_4,Project Intelligence,string/decimal/timestamp,Conditional,Governed field updated_by_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-132,source_system_4,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field source_system_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-133,source_record_id_4,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field source_record_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-134,lineage_id_4,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field lineage_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-135,freshness_at_4,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field freshness_at_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-136,quality_status_4,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field quality_status_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-137,currency_code_4,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field currency_code_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-138,unit_code_4,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field unit_code_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-139,calendar_id_4,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field calendar_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-140,fiscal_period_id_4,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field fiscal_period_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-141,project_id_4,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field project_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-142,portfolio_id_4,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field portfolio_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-143,customer_id_4,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field customer_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-144,vendor_id_4,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field vendor_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-145,employee_id_4,Executive Command Center,string/decimal/timestamp,Conditional,Governed field employee_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-146,asset_id_4,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field asset_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-147,metric_id_4,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field metric_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-148,metric_version_4,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field metric_version_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-149,dimension_id_4,Project Intelligence,string/decimal/timestamp,Conditional,Governed field dimension_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-150,measure_value_4,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field measure_value_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-151,target_value_4,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field target_value_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-152,variance_value_4,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field variance_value_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-153,confidence_score_4,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field confidence_score_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-154,evidence_uri_4,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field evidence_uri_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-155,approval_status_4,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field approval_status_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-156,reviewed_by_4,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field reviewed_by_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-157,reviewed_at_4,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field reviewed_at_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-158,decision_id_4,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field decision_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-159,scenario_id_4,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field scenario_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-160,forecast_run_id_4,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field forecast_run_id_4; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
