requirement_id,domain,priority,requirement,acceptance_criteria,version,status
P25-REQ-015,Equipment Rate Library,Must,"GrounUp shall implement governed equipment rate library capability 15 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 15 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-016,Labor Rate Library,Must,"GrounUp shall implement governed labor rate library capability 16 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 16 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-017,Material Price Library,Must,"GrounUp shall implement governed material price library capability 17 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 17 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-018,Subcontract Rate Library,Must,"GrounUp shall implement governed subcontract rate library capability 18 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 18 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-019,Truck Rate Library,Must,"GrounUp shall implement governed truck rate library capability 19 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 19 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-020,Haul & Disposal Rates,Must,"GrounUp shall implement governed haul & disposal rates capability 20 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 20 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-021,Regional Price Profiles,Must,"GrounUp shall implement governed regional price profiles capability 21 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 21 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-022,Location Factors,Must,"GrounUp shall implement governed location factors capability 22 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 22 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-023,Vendor Price Sources,Must,"GrounUp shall implement governed vendor price sources capability 23 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 23 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-024,Custom Tenant Overrides,Must,"GrounUp shall implement governed custom tenant overrides capability 24 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 24 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-025,Versioning & Effective Dates,Must,"GrounUp shall implement governed versioning & effective dates capability 25 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 25 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-026,Approval & Publication,Must,"GrounUp shall implement governed approval & publication capability 26 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 26 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-027,AI Proposed Writeback,Must,"GrounUp shall implement governed ai proposed writeback capability 27 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 27 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-028,Import & Bulk Edit,Must,"GrounUp shall implement governed import & bulk edit capability 28 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 28 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-029,Search & Classification,Must,"GrounUp shall implement governed search & classification capability 29 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 29 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-030,Audit & Provenance,Must,"GrounUp shall implement governed audit & provenance capability 30 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 30 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-031,Library Dependencies,Must,"GrounUp shall implement governed library dependencies capability 31 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 31 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-032,Estimator Integration,Must,"GrounUp shall implement governed estimator integration capability 32 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 32 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-033,Master Library Registry,Must,"GrounUp shall implement governed master library registry capability 33 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 33 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-034,Service Catalog,Must,"GrounUp shall implement governed service catalog capability 34 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 34 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-035,Service Categories,Must,"GrounUp shall implement governed service categories capability 35 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 35 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-036,Units of Measure,Must,"GrounUp shall implement governed units of measure capability 36 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 36 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-037,Labor Resource Library,Must,"GrounUp shall implement governed labor resource library capability 37 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 37 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-038,Crew Library,Must,"GrounUp shall implement governed crew library capability 38 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 38 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-039,Equipment Library,Must,"GrounUp shall implement governed equipment library capability 39 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 39 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-040,Truck Library,Must,"GrounUp shall implement governed truck library capability 40 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 40 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-041,Material Library,Must,"GrounUp shall implement governed material library capability 41 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 41 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-042,Subcontract Resource Library,Must,"GrounUp shall implement governed subcontract resource library capability 42 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 42 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-043,Disposal Library,Must,"GrounUp shall implement governed disposal library capability 43 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 43 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-044,Assembly Library,Must,"GrounUp shall implement governed assembly library capability 44 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 44 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-045,Assembly Components,Must,"GrounUp shall implement governed assembly components capability 45 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 45 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-046,Production Rate Library,Must,"GrounUp shall implement governed production rate library capability 46 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 46 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-047,Equipment Rate Library,Must,"GrounUp shall implement governed equipment rate library capability 47 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 47 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-048,Labor Rate Library,Must,"GrounUp shall implement governed labor rate library capability 48 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 48 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-049,Material Price Library,Must,"GrounUp shall implement governed material price library capability 49 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 49 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-050,Subcontract Rate Library,Must,"GrounUp shall implement governed subcontract rate library capability 50 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 50 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-051,Truck Rate Library,Must,"GrounUp shall implement governed truck rate library capability 51 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 51 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-052,Haul & Disposal Rates,Must,"GrounUp shall implement governed haul & disposal rates capability 52 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 52 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-053,Regional Price Profiles,Must,"GrounUp shall implement governed regional price profiles capability 53 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 53 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-054,Location Factors,Must,"GrounUp shall implement governed location factors capability 54 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 54 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-055,Vendor Price Sources,Must,"GrounUp shall implement governed vendor price sources capability 55 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 55 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-056,Custom Tenant Overrides,Must,"GrounUp shall implement governed custom tenant overrides capability 56 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 56 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-057,Versioning & Effective Dates,Must,"GrounUp shall implement governed versioning & effective dates capability 57 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 57 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-058,Approval & Publication,Must,"GrounUp shall implement governed approval & publication capability 58 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 58 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-059,AI Proposed Writeback,Must,"GrounUp shall implement governed ai proposed writeback capability 59 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 59 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-060,Import & Bulk Edit,Must,"GrounUp shall implement governed import & bulk edit capability 60 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 60 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-061,Search & Classification,Must,"GrounUp shall implement governed search & classification capability 61 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 61 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-062,Audit & Provenance,Must,"GrounUp shall implement governed audit & provenance capability 62 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 62 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-063,Library Dependencies,Must,"GrounUp shall implement governed library dependencies capability 63 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 63 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-064,Estimator Integration,Must,"GrounUp shall implement governed estimator integration capability 64 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 64 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-065,Master Library Registry,Must,"GrounUp shall implement governed master library registry capability 65 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 65 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-066,Service Catalog,Must,"GrounUp shall implement governed service catalog capability 66 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 66 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-067,Service Categories,Must,"GrounUp shall implement governed service categories capability 67 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 67 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-068,Units of Measure,Must,"GrounUp shall implement governed units of measure capability 68 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 68 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-069,Labor Resource Library,Must,"GrounUp shall implement governed labor resource library capability 69 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 69 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-070,Crew Library,Must,"GrounUp shall implement governed crew library capability 70 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 70 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-071,Equipment Library,Must,"GrounUp shall implement governed equipment library capability 71 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 71 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-072,Truck Library,Must,"GrounUp shall implement governed truck library capability 72 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 72 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-073,Material Library,Must,"GrounUp shall implement governed material library capability 73 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 73 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-074,Subcontract Resource Library,Must,"GrounUp shall implement governed subcontract resource library capability 74 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 74 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-075,Disposal Library,Must,"GrounUp shall implement governed disposal library capability 75 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 75 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-076,Assembly Library,Must,"GrounUp shall implement governed assembly library capability 76 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 76 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-077,Assembly Components,Must,"GrounUp shall implement governed assembly components capability 77 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 77 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-078,Production Rate Library,Must,"GrounUp shall implement governed production rate library capability 78 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 78 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-079,Equipment Rate Library,Must,"GrounUp shall implement governed equipment rate library capability 79 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 79 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-080,Labor Rate Library,Must,"GrounUp shall implement governed labor rate library capability 80 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 80 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-081,Material Price Library,Must,"GrounUp shall implement governed material price library capability 81 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 81 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-082,Subcontract Rate Library,Must,"GrounUp shall implement governed subcontract rate library capability 82 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 82 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-083,Truck Rate Library,Must,"GrounUp shall implement governed truck rate library capability 83 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 83 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-084,Haul & Disposal Rates,Must,"GrounUp shall implement governed haul & disposal rates capability 84 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 84 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-085,Regional Price Profiles,Must,"GrounUp shall implement governed regional price profiles capability 85 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 85 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-086,Location Factors,Must,"GrounUp shall implement governed location factors capability 86 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 86 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-087,Vendor Price Sources,Must,"GrounUp shall implement governed vendor price sources capability 87 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 87 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-088,Custom Tenant Overrides,Must,"GrounUp shall implement governed custom tenant overrides capability 88 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 88 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-089,Versioning & Effective Dates,Must,"GrounUp shall implement governed versioning & effective dates capability 89 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 89 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-090,Approval & Publication,Must,"GrounUp shall implement governed approval & publication capability 90 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 90 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-091,AI Proposed Writeback,Must,"GrounUp shall implement governed ai proposed writeback capability 91 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 91 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-092,Import & Bulk Edit,Must,"GrounUp shall implement governed import & bulk edit capability 92 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 92 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
