Entity ID,Entity,Module,Definition,Primary Scope Key,Lifecycle Notes
GES-P08-ENT-038,Sales Territory,AI Sales Intelligence,Canonical sales territory record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-039,Sales Team,Revenue Forecasting,Canonical sales team record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-040,Sales Assignment,Security & Governance,Canonical sales assignment record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-041,Lead Score,CRM Foundation,Canonical lead score record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-042,Lead Score Factor,Lead Capture & Attribution,Canonical lead score factor record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-043,Win Probability Snapshot,Qualification & Scoring,Canonical win probability snapshot record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-044,Forecast Category,Account & Contact 360,Canonical forecast category record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-045,Revenue Forecast,Opportunity & Pipeline,Canonical revenue forecast record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-046,Marketing Automation,Site Visit & Discovery,Canonical marketing automation record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-047,Automation Step,Estimate Integration,Canonical automation step record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-048,Automation Enrollment,Proposal & E-Signature,Canonical automation enrollment record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-049,Email Template,Contract Handoff,Canonical email template record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-050,SMS Template,Marketing Automation,Canonical sms template record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-051,Communication Thread,Communication Center,Canonical communication thread record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-052,Communication Message,Customer Portal,Canonical communication message record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-053,Call Log,Customer Success,Canonical call log record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-054,Portal User,Warranty & Service,Canonical portal user record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-055,Portal Session,Reputation & Reviews,Canonical portal session record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-056,Customer Portal Request,Referral Management,Canonical customer portal request record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-057,Customer Success Plan,Partner & Channel Management,Canonical customer success plan record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-058,Customer Interaction,AI Sales Intelligence,Canonical customer interaction record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-059,Satisfaction Survey,Revenue Forecasting,Canonical satisfaction survey record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-060,Survey Response,Security & Governance,Canonical survey response record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-061,Review Request,CRM Foundation,Canonical review request record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-062,Public Review,Lead Capture & Attribution,Canonical public review record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-063,Testimonial,Qualification & Scoring,Canonical testimonial record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-064,Referral Program,Account & Contact 360,Canonical referral program record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-065,Referral,Opportunity & Pipeline,Canonical referral record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-066,Referral Reward,Site Visit & Discovery,Canonical referral reward record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-067,Warranty Request,Estimate Integration,Canonical warranty request record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-068,Service Request,Proposal & E-Signature,Canonical service request record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-069,Partner Account,Contract Handoff,Canonical partner account record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-070,Partner Lead,Marketing Automation,Canonical partner lead record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-071,Channel Opportunity,Communication Center,Canonical channel opportunity record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
GES-P08-ENT-072,AI Recommendation,Customer Portal,Canonical ai recommendation record used by the Phase 08 customer lifecycle.,tenant_id,Soft delete; immutable audit history
