requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
AI-REQ-022,Orchestration,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No orchestration. One agent, one call, no chain, no plan, no tool loop, no handoff. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-023,Agents,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"One agent, capped at draft authority by constraint, with a stated responsibility and a citation requirement. Fourteen more are described and disabled since this phase. There is no agent runtime, no tool surface and no delegation between agents. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-024,Knowledge,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No knowledge base, no curated corpus, no grounding source beyond the document handed to the agent. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-025,RAG,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No retrieval. No embeddings, no vector index, no chunking, no reranking — the document is passed whole. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-026,Multimodal,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The analyst reads pages of a PDF, which is the one modality. No audio, no video, no photograph analysis — the site photographs a construction platform would most want read do not exist as a capability. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-027,Prompts,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Versioned, state-managed, activation gated on evaluation, and now carrying the exact text the analyst runs with a drift check. The runtime does not read it — see F1. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-028,Models,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The model catalog now names the model that runs, with provider, capabilities, context window and cost columns. Nothing routes between models, falls back, or records cost per call against the catalog's rates. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-029,Human Oversight,not_verified,built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-030,Explainability,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Genuinely strong for what exists: a finding cannot exist without a citation or a sheet reference, carries a bounded confidence, and names its agent, model and prompt version. There is no reasoning trace, no counterfactual and no explanation of why a confidence is what it is. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-031,Security,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The provider key is server-side only and proven absent from the bundle by a build-output scan; prompts are not user-supplied; the validator rejects malformed output before it reaches the database. There is no prompt-injection defense for document content, which is the live risk for a system that reads customer PDFs — recorded here as the honest limit. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-032,Privacy,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Redaction by field name and value shape at the logging boundary, tenant isolation on every AI table, and no personal data deliberately sent to the model beyond the document under analysis. There is no data-processing agreement, no retention on AI conversations and no opt-out. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-033,Tenant Isolation,not_verified,built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-034,Observability,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Every run is logged with correlation, metered as a usage event, and recorded in append-only messages; the analyst's cost is estimated per call. Nothing is deployed, so nothing consumes any of it, and there is no AI-specific dashboard. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-035,Evaluation,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No golden set, no scoring, no harness, no result — the absence that keeps the prompt a draft and the one P27 left open with its reason. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-036,Learning,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No feedback loop. Acceptance and rejection of findings are recorded and nothing consumes them: no fine-tuning, no preference data, no prompt improvement from outcomes. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-037,Marketplace,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No marketplace. No third-party agent, no packaging, no installation, no revenue share. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-038,White Label,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No white label anywhere in the platform, for AI or otherwise — P04 and P23 recorded the same, and the pricing page was corrected in this build for advertising it. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-039,API,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The analyst is invoked as an Edge Function. Nothing about AI is exposed through the versioned public API: no endpoint reads a finding, invokes an agent or reads the catalog. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-040,UI/UX,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"There is no AI surface in the application. Findings are database rows; no screen presents one, accepts one or shows a citation — the platform-wide gap where 22 of 23 screens read demonstration fixtures. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-041,Architecture,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"A clean separation the platform enforces: deterministic computation in a dependency-free engine, advisory AI beside it, and a constraint making the boundary unconfigurable. It is an architecture for one agent — no orchestration layer, no routing, no shared context. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-042,Orchestration,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No orchestration. One agent, one call, no chain, no plan, no tool loop, no handoff. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-043,Agents,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"One agent, capped at draft authority by constraint, with a stated responsibility and a citation requirement. Fourteen more are described and disabled since this phase. There is no agent runtime, no tool surface and no delegation between agents. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-044,Knowledge,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No knowledge base, no curated corpus, no grounding source beyond the document handed to the agent. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-045,RAG,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No retrieval. No embeddings, no vector index, no chunking, no reranking — the document is passed whole. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-046,Multimodal,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The analyst reads pages of a PDF, which is the one modality. No audio, no video, no photograph analysis — the site photographs a construction platform would most want read do not exist as a capability. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-047,Prompts,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Versioned, state-managed, activation gated on evaluation, and now carrying the exact text the analyst runs with a drift check. The runtime does not read it — see F1. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-048,Models,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The model catalog now names the model that runs, with provider, capabilities, context window and cost columns. Nothing routes between models, falls back, or records cost per call against the catalog's rates. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-049,Human Oversight,not_verified,built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-050,Explainability,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Genuinely strong for what exists: a finding cannot exist without a citation or a sheet reference, carries a bounded confidence, and names its agent, model and prompt version. There is no reasoning trace, no counterfactual and no explanation of why a confidence is what it is. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-051,Security,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The provider key is server-side only and proven absent from the bundle by a build-output scan; prompts are not user-supplied; the validator rejects malformed output before it reaches the database. There is no prompt-injection defense for document content, which is the live risk for a system that reads customer PDFs — recorded here as the honest limit. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-052,Privacy,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Redaction by field name and value shape at the logging boundary, tenant isolation on every AI table, and no personal data deliberately sent to the model beyond the document under analysis. There is no data-processing agreement, no retention on AI conversations and no opt-out. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-053,Tenant Isolation,not_verified,built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-054,Observability,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Every run is logged with correlation, metered as a usage event, and recorded in append-only messages; the analyst's cost is estimated per call. Nothing is deployed, so nothing consumes any of it, and there is no AI-specific dashboard. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-055,Evaluation,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No golden set, no scoring, no harness, no result — the absence that keeps the prompt a draft and the one P27 left open with its reason. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-056,Learning,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No feedback loop. Acceptance and rejection of findings are recorded and nothing consumes them: no fine-tuning, no preference data, no prompt improvement from outcomes. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-057,Marketplace,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No marketplace. No third-party agent, no packaging, no installation, no revenue share. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-058,White Label,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No white label anywhere in the platform, for AI or otherwise — P04 and P23 recorded the same, and the pricing page was corrected in this build for advertising it. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-059,API,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The analyst is invoked as an Edge Function. Nothing about AI is exposed through the versioned public API: no endpoint reads a finding, invokes an agent or reads the catalog. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-060,UI/UX,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"There is no AI surface in the application. Findings are database rows; no screen presents one, accepts one or shows a citation — the platform-wide gap where 22 of 23 screens read demonstration fixtures. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-061,Architecture,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"A clean separation the platform enforces: deterministic computation in a dependency-free engine, advisory AI beside it, and a constraint making the boundary unconfigurable. It is an architecture for one agent — no orchestration layer, no routing, no shared context. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-062,Orchestration,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No orchestration. One agent, one call, no chain, no plan, no tool loop, no handoff. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-063,Agents,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"One agent, capped at draft authority by constraint, with a stated responsibility and a citation requirement. Fourteen more are described and disabled since this phase. There is no agent runtime, no tool surface and no delegation between agents. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-064,Knowledge,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No knowledge base, no curated corpus, no grounding source beyond the document handed to the agent. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-065,RAG,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"No retrieval. No embeddings, no vector index, no chunking, no reranking — the document is passed whole. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-066,Multimodal,not_verified,not_built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The analyst reads pages of a PDF, which is the one modality. No audio, no video, no photograph analysis — the site photographs a construction platform would most want read do not exist as a capability. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-067,Prompts,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Versioned, state-managed, activation gated on evaluation, and now carrying the exact text the analyst runs with a drift check. The runtime does not read it — see F1. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-068,Models,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"The model catalog now names the model that runs, with provider, capabilities, context window and cost columns. Nothing routes between models, falls back, or records cost per call against the catalog's rates. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-069,Human Oversight,not_verified,built,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
AI-REQ-070,Explainability,not_verified,partial,a governed model and prompt the runtime actually uses; evaluation before a prompt is trusted; mapped test evidence,human oversight of every output; tenant isolation of AI data,"Genuinely strong for what exists: a finding cannot exist without a citation or a sheet reference, carries a bounded confidence, and names its agent, model and prompt version. There is no reasoning trace, no counterfactual and no explanation of why a confidence is what it is. Blocked platform-wide by: a governed model and prompt the runtime actually uses (not_met), evaluation before a prompt is trusted (not_met), mapped test evidence (not_met)."
