requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P16-REQ-013,Point Cloud Management,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No storage, no tiling, no level of detail, no viewer, no clipping. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-014,Orthomosaic Management,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No orthomosaic, no tile service, no resolution, no vintage. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-015,Surface & Terrain Models,not_verified,built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-016,Volumes & Earthwork,not_verified,built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-017,Progress & Change Detection,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"The engine computes progress against design and can difference an as-built surface against either. Nothing schedules it, trends it over time, or detects change without being asked. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-018,Corridor & Linear Infrastructure,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No alignment, no station, no cross section stored, no corridor model. The engine computes average end area volumes from cross sections a caller supplies and the platform stores none. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-019,Utility Mapping,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No utility, no depth of cover, no subsurface utility engineering quality level, no conflict. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-020,GIS Field Collection,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No field collection application, no form, no offline capture, no attribute schema. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-021,Reality Capture QA/QC,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No accuracy assessment, no ground truth comparison, no density check, no acceptance threshold. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-022,Geofencing & Location Intelligence,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No geofence, no location event, no dwell, no alert. Assets carry a last telemetry timestamp and no position history. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-023,Drone Media & Inspection,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No image catalog, no inspection, no annotation, no defect located on an asset. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-024,Regulatory & Flight Compliance,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No airspace, no authorization, no waiver, no currency, no incident report. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-025,Survey Deliverables,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"A comparison is a deliverable and carries its own provenance, and the PDF engine renders reports deterministically. There is no drawing, no plan set, no stakeout report and no signed and sealed output. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-026,Machine Control Handoff,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"The strongest of the partial domains: files are versioned, typed by format and vendor, checksummed, published with an actor and a moment, superseded rather than replaced, and tied to the surface they were generated from. What is missing is the generation itself — no file is produced by the platform, only recorded. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-027,Spatial Analytics,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Volumes, areas, depths and coverage are computed and reported. There is no spatial query of any kind — no intersection, no buffer, no proximity, and no geometry type in the database at all. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-028,AI Geospatial Intelligence,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No feature extraction, no classification, no automated takeoff from imagery. The one governed agent reads documents. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-029,Geospatial Digital Twin,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-030,GIS Core,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No geometry column, no spatial index, no PostGIS, no layer, no feature. The platform stores coordinates as numerics and grids as JSON. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-031,Coordinate Reference Systems,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Every survey records its horizontal datum, vertical datum, coordinate system and units, and since 0047 all four are enforced before a quantity is computed. Nothing transforms between them — recorded as F4. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-032,Survey Control,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No control point, no monument, no network, no adjustment, no residual — the absence that makes the QA condition fail. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-033,GNSS Survey,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No receiver, no correction source, no RTK session, no fix quality, no observation. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-034,Total Station Survey,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No instrument, no setup, no backsight, no traverse, no raw observation. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-035,Digital Levels,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No level run, no benchmark, no closure, no adjustment. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-036,Construction Layout,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No stakeout point, no layout report, no as-staked record, no offset. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-037,Topographic Survey,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"A topographic capture becomes a gridded surface with a cell size, coverage and elevation range. There are no points, no breaklines, no contours and no triangulated model — the grid is the only representation. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-038,Existing Conditions,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"An existing-ground surface is a first-class role, captured by any of six methods, differenced against design with full provenance. There is no feature capture: no breaklines, no boundaries, no utilities, no existing structures. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-039,Drone Operations,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No flight, no plan, no mission, no pilot, no log. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-040,Photogrammetry,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No image, no camera model, no tie point, no bundle adjustment, no processing run. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-041,LiDAR Reality Capture,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"A capture method can be named 'lidar' and nothing else exists: no point cloud, no classification, no intensity, no return. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-042,Point Cloud Management,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No storage, no tiling, no level of detail, no viewer, no clipping. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-043,Orthomosaic Management,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No orthomosaic, no tile service, no resolution, no vintage. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-044,Surface & Terrain Models,not_verified,built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-045,Volumes & Earthwork,not_verified,built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-046,Progress & Change Detection,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"The engine computes progress against design and can difference an as-built surface against either. Nothing schedules it, trends it over time, or detects change without being asked. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-047,Corridor & Linear Infrastructure,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No alignment, no station, no cross section stored, no corridor model. The engine computes average end area volumes from cross sections a caller supplies and the platform stores none. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-048,Utility Mapping,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No utility, no depth of cover, no subsurface utility engineering quality level, no conflict. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-049,GIS Field Collection,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No field collection application, no form, no offline capture, no attribute schema. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-050,Reality Capture QA/QC,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No accuracy assessment, no ground truth comparison, no density check, no acceptance threshold. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-051,Geofencing & Location Intelligence,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No geofence, no location event, no dwell, no alert. Assets carry a last telemetry timestamp and no position history. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-052,Drone Media & Inspection,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No image catalog, no inspection, no annotation, no defect located on an asset. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-053,Regulatory & Flight Compliance,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No airspace, no authorization, no waiver, no currency, no incident report. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-054,Survey Deliverables,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"A comparison is a deliverable and carries its own provenance, and the PDF engine renders reports deterministically. There is no drawing, no plan set, no stakeout report and no signed and sealed output. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-055,Machine Control Handoff,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"The strongest of the partial domains: files are versioned, typed by format and vendor, checksummed, published with an actor and a moment, superseded rather than replaced, and tied to the surface they were generated from. What is missing is the generation itself — no file is produced by the platform, only recorded. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-056,Spatial Analytics,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Volumes, areas, depths and coverage are computed and reported. There is no spatial query of any kind — no intersection, no buffer, no proximity, and no geometry type in the database at all. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-057,AI Geospatial Intelligence,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No feature extraction, no classification, no automated takeoff from imagery. The one governed agent reads documents. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-058,Geospatial Digital Twin,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-059,GIS Core,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No geometry column, no spatial index, no PostGIS, no layer, no feature. The platform stores coordinates as numerics and grids as JSON. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-060,Coordinate Reference Systems,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Every survey records its horizontal datum, vertical datum, coordinate system and units, and since 0047 all four are enforced before a quantity is computed. Nothing transforms between them — recorded as F4. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-061,Survey Control,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No control point, no monument, no network, no adjustment, no residual — the absence that makes the QA condition fail. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-062,GNSS Survey,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No receiver, no correction source, no RTK session, no fix quality, no observation. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-063,Total Station Survey,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No instrument, no setup, no backsight, no traverse, no raw observation. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-064,Digital Levels,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No level run, no benchmark, no closure, no adjustment. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-065,Construction Layout,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No stakeout point, no layout report, no as-staked record, no offset. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-066,Topographic Survey,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"A topographic capture becomes a gridded surface with a cell size, coverage and elevation range. There are no points, no breaklines, no contours and no triangulated model — the grid is the only representation. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-067,Existing Conditions,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"An existing-ground surface is a first-class role, captured by any of six methods, differenced against design with full provenance. There is no feature capture: no breaklines, no boundaries, no utilities, no existing structures. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-068,Drone Operations,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No flight, no plan, no mission, no pilot, no log. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-069,Photogrammetry,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No image, no camera model, no tie point, no bundle adjustment, no processing run. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-070,LiDAR Reality Capture,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"A capture method can be named 'lidar' and nothing else exists: no point cloud, no classification, no intensity, no return. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-071,Point Cloud Management,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No storage, no tiling, no level of detail, no viewer, no clipping. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-072,Orthomosaic Management,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No orthomosaic, no tile service, no resolution, no vintage. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-073,Surface & Terrain Models,not_verified,built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-074,Volumes & Earthwork,not_verified,built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-075,Progress & Change Detection,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"The engine computes progress against design and can difference an as-built surface against either. Nothing schedules it, trends it over time, or detects change without being asked. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-076,Corridor & Linear Infrastructure,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No alignment, no station, no cross section stored, no corridor model. The engine computes average end area volumes from cross sections a caller supplies and the platform stores none. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-077,Utility Mapping,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No utility, no depth of cover, no subsurface utility engineering quality level, no conflict. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-078,GIS Field Collection,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No field collection application, no form, no offline capture, no attribute schema. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-079,Reality Capture QA/QC,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No accuracy assessment, no ground truth comparison, no density check, no acceptance threshold. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-080,Geofencing & Location Intelligence,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No geofence, no location event, no dwell, no alert. Assets carry a last telemetry timestamp and no position history. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-081,Drone Media & Inspection,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No image catalog, no inspection, no annotation, no defect located on an asset. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-082,Regulatory & Flight Compliance,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No airspace, no authorization, no waiver, no currency, no incident report. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-083,Survey Deliverables,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"A comparison is a deliverable and carries its own provenance, and the PDF engine renders reports deterministically. There is no drawing, no plan set, no stakeout report and no signed and sealed output. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-084,Machine Control Handoff,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"The strongest of the partial domains: files are versioned, typed by format and vendor, checksummed, published with an actor and a moment, superseded rather than replaced, and tied to the surface they were generated from. What is missing is the generation itself — no file is produced by the platform, only recorded. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-085,Spatial Analytics,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Volumes, areas, depths and coverage are computed and reported. There is no spatial query of any kind — no intersection, no buffer, no proximity, and no geometry type in the database at all. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-086,AI Geospatial Intelligence,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No feature extraction, no classification, no automated takeoff from imagery. The one governed agent reads documents. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-087,Geospatial Digital Twin,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-088,GIS Core,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No geometry column, no spatial index, no PostGIS, no layer, no feature. The platform stores coordinates as numerics and grids as JSON. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-089,Coordinate Reference Systems,not_verified,partial,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"Every survey records its horizontal datum, vertical datum, coordinate system and units, and since 0047 all four are enforced before a quantity is computed. Nothing transforms between them — recorded as F4. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-090,Survey Control,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No control point, no monument, no network, no adjustment, no residual — the absence that makes the QA condition fail. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-091,GNSS Survey,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No receiver, no correction source, no RTK session, no fix quality, no observation. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-092,Total Station Survey,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No instrument, no setup, no backsight, no traverse, no raw observation. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
P16-REQ-093,Digital Levels,not_verified,not_built,applicable QA checks; mapped test evidence,controlled spatial data; coordinate/reference metadata; source evidence; authorization boundaries,"No level run, no benchmark, no closure, no adjustment. Blocked platform-wide by: applicable QA checks (not_met), mapped test evidence (not_met)."
