requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
GES-P09-REQ-089,Compensation and Payroll Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Compensation is held and permission-separated, the loaded rate resolves through one governed function so a screen and the job cost cannot price an hour differently, and an exported timecard is frozen against edits. There is no export, no provider, no pay run, no earnings code mapping and no general ledger posting — the gap that fails this phase's integration condition. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-090,Union and Labor Agreements,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"Employees carry `is_union` and a local, and labor rates carry a union flag. There is no agreement: no fringe schedule, no wage determination, no work rule, no dues or remittance — and its absence is why the overtime rule in F4 was left unbuilt rather than guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-091,Prevailing Wage and Certified Payroll,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No wage determination, no prevailing wage rate, no certified payroll report, no WH-347, no apprentice ratio. A domain with statutory weight on public work and no representation at all. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-092,Training and LMS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"A credential can be typed 'training' and that is the whole of it: no course, no curriculum, no enrollment, no completion record, no expiry driving a retraining requirement. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-093,Licenses and Certifications,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-094,Safety and Health Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"The strongest link in the phase: an assignment is refused on a credential gap, incidents tie to employees, and TRIR and DART are computed from recordables against the same approved hours payroll would use. There is no medical surveillance, no return-to-work program and no fitness-for-duty record. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-095,Leave and Absence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'on_leave' and there is no leave record anywhere — no request, no balance, no accrual, no calendar. Three status values the schema offers and no workflow behind any of them. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-096,Performance Management,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No review, no goal, no rating, no cycle. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-097,Career and Succession,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No career path, no succession plan, no readiness assessment, no bench. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-098,Employee and Manager Self-Service,not_verified,partial,integration outcomes,data; permissions; validation; audit,"An employee record can link to a login, and approval carries an approver. There is no self-service surface: no timesheet a worker submits for themselves, no request, no profile a manager maintains. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-099,Workforce Digital Twin,not_verified,not_built,integration outcomes,data; permissions; validation; audit,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-100,AI Workforce Intelligence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No attrition model, no staffing recommendation, no skills inference. The one governed agent is capped at draft authority on documents and does not touch workforce data. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-101,Workforce Planning,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Assignments and the schedule together show who is committed where, and the estimating engine produces the labor a job will need by classification. Nothing joins the two into demand against supply: no forecast, no capacity view, no hiring plan. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-102,Recruiting and ATS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No requisition, no candidate, no pipeline, no offer. `employees.status` can say 'applicant' and nothing produces one. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-103,Onboarding,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'onboarding' and nothing drives it: no checklist, no task, no document packet, no completion gate before somebody is assigned to work. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-104,Employee Master,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
