requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P28-REQ-011,Privileged Access,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Approval tiers and an owner flag gate consequential actions, and self-approval is refused. There is no just-in-time elevation, no time-bounded grant, and no separate review of what privileged accounts did. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-012,Service Identities,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-013,Machine Identities,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-014,Session Security,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Supabase issues and validates sessions. This platform sets no session policy of its own — no inactivity bound it enforces, no step-up for a privileged action, no way to revoke one session rather than all. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-015,Zero Trust,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Several of the properties hold in practice — every request is authorized on its own, nothing is trusted by network position, and the anon role holds no table privilege. It is not stated or verified as a model, so it is a set of habits rather than an architecture anyone can audit. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-016,Tenant Isolation,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-017,Project/Record Access,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-018,Data Classification,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No classification exists. Every column is treated alike, so nothing can be handled according to its sensitivity. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-019,Privacy Controls,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Raw card data is never stored — Stripe holds it and only a brand and last four reach this platform. Beyond payment there is no privacy control: no consent record, no subject access path, no export or erasure. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-020,Data Minimization,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Some by construction: the API returns named columns rather than rows wholesale, and logs are redacted. Nothing states what may be collected or for how long. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-021,Retention & Deletion,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No retention policy, no scheduled deletion, no legal hold. The settings screen displays 'Retention: Indefinite', which is a description rather than a control. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-022,Encryption at Rest,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Supabase encrypts storage and the database at rest. The platform neither configures nor evidences it, so the control is inherited rather than owned, and nothing here would notice if it changed. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-023,Encryption in Transit,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Traffic is HTTPS by deployment. Same as at rest: inherited, not owned or evidenced. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-024,Key Management,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No key management. Nothing rotates, escrows or records the lifecycle of a key. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-025,Secrets Management,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Secrets live in server-side environment variables and never reach the browser, connector credentials are held as handles into a secret store rather than values, and API keys are stored only as a SHA-256 hash. What is missing is lifecycle: no rotation, no expiry policy, no vault integration, no record of when a secret was last changed. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-026,Certificate Management,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No certificate inventory, expiry monitoring or renewal. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-027,Token Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-028,API Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-029,Event Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"There is no event bus, so there is nothing to secure. Dependent on the Domain Events gap named in P24. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-030,File/Object Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-031,Search Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-032,AI Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-033,Prompt/Tool Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-034,Network Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No network policy, segmentation or egress control. Belongs to P31 infrastructure, which is separately unverified. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-035,Runtime Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No runtime protection or workload hardening. P31. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-036,Database Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-037,Vulnerability Management,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No scanning, triage or remediation tracking. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-038,Dependency Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No dependency scanning or advisory monitoring. The engine and PDF packages have zero runtime dependencies, which shrinks the surface but is not a program. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-039,Container Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No container build or hardening. P31. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-040,Infrastructure Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No infrastructure as code and no infrastructure controls. P31. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-041,SAST/DAST,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No static or dynamic security analysis in the pipeline. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-042,Threat Modeling,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No threat model is written down. Individual controls name the threat they answer in comments, which is not the same as a model anyone can review. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-043,Attack Surface Management,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No inventory of exposed surface and no monitoring of it. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-044,Security Logging,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-045,Audit Integrity,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-046,Threat Detection,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No detection of any kind. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-047,Anomaly Detection,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Nothing establishes a baseline or notices departure from it. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-048,Security Alerting,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Nothing alerts. Structured logs and metrics now exist, but nothing consumes them. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-049,Incident Response,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No runbook, no severity model, no containment procedure. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-050,Forensic Evidence,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"The audit ledger and API request log would serve as evidence, but nothing preserves, exports or chains custody of it. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-051,Access Reviews,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No periodic review of who holds what. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-052,Segregation of Duties,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-053,Compliance Evidence,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No control mapping to any framework and no evidence collection. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-054,Policy Attestation,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No policies to attest to and no attestation record. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-055,Backup Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No backup configuration owned by this platform. P31. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-056,Disaster Recovery Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No disaster recovery. P31. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-057,Security Exceptions,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No exception register, so a knowingly accepted risk has nowhere to live. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-058,Security Metrics,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"The metrics engine exists and the API emits request and latency metrics. No security metric is defined — nothing counts failed authorizations, privilege changes or anomalous access. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-059,Security Administration,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No security administration surface — no console for policy, keys, sessions or reviews. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-060,Security Architecture,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-061,Identity Governance,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Memberships, invitations and roles exist with an owner flag and approval tiers. There is no joiner/mover/leaver lifecycle: nothing drives access from an employment change, and nothing reviews it afterwards. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-062,Authentication,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-063,MFA,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Not implemented. The company settings screen previously displayed a 'Require multi-factor authentication' toggle that nothing enforced; it has been removed and MFA is now named as unavailable. The capability itself remains absent. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-064,SSO Federation,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No SAML or OIDC federation. Every user authenticates directly. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-065,SCIM Provisioning,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No SCIM endpoint. Membership is managed in the application only. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-066,Role-Based Access,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-067,Attribute-Based Access,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Access is role and membership based. There is no attribute policy — nothing decides on project, region, classification or time of day. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-068,Policy Decision,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-069,Policy Enforcement,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-070,Privileged Access,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Approval tiers and an owner flag gate consequential actions, and self-approval is refused. There is no just-in-time elevation, no time-bounded grant, and no separate review of what privileged accounts did. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-071,Service Identities,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-072,Machine Identities,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-073,Session Security,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Supabase issues and validates sessions. This platform sets no session policy of its own — no inactivity bound it enforces, no step-up for a privileged action, no way to revoke one session rather than all. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-074,Zero Trust,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Several of the properties hold in practice — every request is authorized on its own, nothing is trusted by network position, and the anon role holds no table privilege. It is not stated or verified as a model, so it is a set of habits rather than an architecture anyone can audit. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-075,Tenant Isolation,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-076,Project/Record Access,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-077,Data Classification,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No classification exists. Every column is treated alike, so nothing can be handled according to its sensitivity. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-078,Privacy Controls,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Raw card data is never stored — Stripe holds it and only a brand and last four reach this platform. Beyond payment there is no privacy control: no consent record, no subject access path, no export or erasure. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-079,Data Minimization,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Some by construction: the API returns named columns rather than rows wholesale, and logs are redacted. Nothing states what may be collected or for how long. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-080,Retention & Deletion,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No retention policy, no scheduled deletion, no legal hold. The settings screen displays 'Retention: Indefinite', which is a description rather than a control. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-081,Encryption at Rest,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Supabase encrypts storage and the database at rest. The platform neither configures nor evidences it, so the control is inherited rather than owned, and nothing here would notice if it changed. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-082,Encryption in Transit,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Traffic is HTTPS by deployment. Same as at rest: inherited, not owned or evidenced. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-083,Key Management,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No key management. Nothing rotates, escrows or records the lifecycle of a key. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-084,Secrets Management,not_verified,partial,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Secrets live in server-side environment variables and never reach the browser, connector credentials are held as handles into a secret store rather than values, and API keys are stored only as a SHA-256 hash. What is missing is lifecycle: no rotation, no expiry policy, no vault integration, no record of when a secret was last changed. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-085,Certificate Management,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"No certificate inventory, expiry monitoring or renewal. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-086,Token Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-087,API Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-088,Event Security,not_verified,not_built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"There is no event bus, so there is nothing to secure. Dependent on the Domain Events gap named in P24. Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-089,File/Object Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-090,Search Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
P28-REQ-091,AI Security,not_verified,built,threat/failure handling; key/secret lifecycle; monitoring,allow/deny behavior; tenant isolation; least privilege; audit evidence; mapped security tests,"Blocked platform-wide by: threat/failure handling (partial), key/secret lifecycle (partial), monitoring (partial)."
