phase,phase_title,api_id,method,path,resource,security,control
06,AI Construction Intelligence,,PUT,/v1/ai/tenant-config,,,
06,AI Construction Intelligence,,GET,/v1/ai/model-profiles,,,
06,AI Construction Intelligence,,POST,/v1/ai/memories,,,
06,AI Construction Intelligence,,DELETE,/v1/ai/memories/{id},,,
07,Enterprise Project Management,P07-API-001,GET,/projects,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-002,POST,/projects,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-003,GET,/projects/{projectId},,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-004,PATCH,/projects/{projectId},,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-005,POST,/projects/{projectId}/transitions,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-006,GET,/projects/{projectId}/digital-twin,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-007,GET,/projects/{projectId}/schedule,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-008,POST,/projects/{projectId}/schedule/updates,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-009,POST,/projects/{projectId}/daily-reports,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-010,POST,/projects/{projectId}/daily-reports/{id}/submit,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-011,GET,/projects/{projectId}/documents,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-012,POST,/projects/{projectId}/documents,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-013,POST,/projects/{projectId}/rfis,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-014,POST,/projects/{projectId}/submittals,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-015,POST,/projects/{projectId}/change-events,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-016,POST,/projects/{projectId}/change-orders,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-017,GET,/projects/{projectId}/cost-control,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-018,POST,/projects/{projectId}/commitments,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-019,POST,/projects/{projectId}/invoices,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-020,POST,/projects/{projectId}/inspections,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-021,POST,/projects/{projectId}/incidents,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-022,GET,/projects/{projectId}/alerts,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-023,POST,/projects/{projectId}/offline-packages,,OAuth2 + project authorization,
07,Enterprise Project Management,P07-API-024,POST,/projects/{projectId}/offline-packages/{id}/sync,,OAuth2 + project authorization,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-001,POST,/v1/leads,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-002,GET,/v1/leads/{leadId},,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-003,POST,/v1/leads/{leadId}/qualify,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-004,POST,/v1/leads/{leadId}/assign,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-005,POST,/v1/accounts,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-006,GET,/v1/accounts/{accountId}/360,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-007,POST,/v1/contacts,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-008,POST,/v1/opportunities,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-009,PATCH,/v1/opportunities/{opportunityId}/stage,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-010,POST,/v1/opportunities/{opportunityId}/estimate-links,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-011,POST,/v1/proposals,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-012,POST,/v1/proposals/{proposalId}/issue,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-013,POST,/v1/proposals/{proposalId}/signature-requests,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-014,POST,/v1/signature-events/webhook,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-015,POST,/v1/opportunities/{opportunityId}/handoff,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-016,POST,/v1/automations/{automationId}/enrollments,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-017,POST,/v1/communications,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-018,GET,/v1/communications/threads/{threadId},,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-019,POST,/v1/portal/invitations,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-020,POST,/v1/review-requests,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-021,POST,/v1/referrals,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-022,POST,/v1/warranty-requests,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-023,GET,/v1/forecasts,,,
08,Enterprise CRM Sales Customer Experience,GES-P08-API-024,GET,/v1/ai/next-best-actions,,,
09,HR Workforce Talent Management,GES-P09-API-001,GET,/workers,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-002,POST,/workers,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-003,GET,/workers/{id},,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-004,PATCH,/workers/{id},,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-005,POST,/requisitions,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-006,POST,/candidates,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-007,POST,/applications,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-008,POST,/offers,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-009,POST,/onboarding-plans,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-010,GET,/credentials/expiring,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-011,POST,/crew-assignments,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-012,POST,/eligibility/check,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-013,POST,/time-entries,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-014,POST,/timecards/{id}/submit,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-015,POST,/timecards/{id}/approve,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-016,POST,/payroll-exports,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-017,POST,/union-dispatch-requests,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-018,POST,/prevailing-wage/resolve,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-019,POST,/certified-payroll/generate,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-020,POST,/training-enrollments,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-021,POST,/leave-requests,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-022,POST,/performance-reviews,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-023,POST,/workforce-forecasts,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-024,POST,/crew-optimizer/recommend,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-025,GET,/workforce-digital-twins/{workerId},,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-026,POST,/ai-workforce/recommendations,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-027,POST,/ai-workforce/recommendations/{id}/review,,OAuth2/OIDC + tenant authorization,
09,HR Workforce Talent Management,GES-P09-API-028,GET,/workforce-kpis,,OAuth2/OIDC + tenant authorization,
10,Enterprise Financial Management Accounting,API-P10-01,POST,/financial/journals,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-02,POST,/financial/journals/{id}/approve,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-03,POST,/financial/journals/{id}/post,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-04,POST,/financial/journals/{id}/reverse,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-05,POST,/ap/invoices,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-06,POST,/ap/invoices/{id}/match,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-07,POST,/ap/payments/batches,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-08,POST,/ap/payments/batches/{id}/release,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-09,POST,/ar/invoices,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-10,POST,/ar/receipts,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-11,POST,/ar/receipts/{id}/apply,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-12,POST,/ar/collections/cases,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-13,GET,/projects/{id}/job-cost,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-14,POST,/projects/{id}/budgets/revisions,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-15,POST,/projects/{id}/forecasts,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-16,POST,/projects/{id}/wip/run,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-17,POST,/billing/applications,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-18,POST,/billing/applications/{id}/approve,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-19,POST,/payroll/posting-batches,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-20,POST,/payroll/posting-batches/{id}/reconcile,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-21,POST,/banking/statements,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-22,POST,/banking/reconciliations,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-23,POST,/cash/forecasts,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-24,GET,/cash/position,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-25,POST,/assets,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-26,POST,/assets/depreciation/run,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-27,POST,/tax/transactions/calculate,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-28,POST,/consolidations/run,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-29,GET,/financial/reports/{reportCode},,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-30,POST,/financial/ai/recommendations,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-31,POST,/financial/ai/recommendations/{id}/decision,,OAuth2 + tenant context,
10,Enterprise Financial Management Accounting,API-P10-32,GET,/financial/digital-twin,,OAuth2 + tenant context,
11,Enterprise Procurement Supply Chain Inventory,P11-API-001,,/api/v1/suppliers,Suppliers,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-002,,/api/v1/supplier-qualifications,Supplier Qualifications,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-003,,/api/v1/supplier-scorecards,Supplier Scorecards,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-004,,/api/v1/sourcing-events,Sourcing Events,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-005,,/api/v1/rfqs,Rfqs,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-006,,/api/v1/supplier-bids,Supplier Bids,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-007,,/api/v1/awards,Awards,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-008,,/api/v1/requisitions,Requisitions,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-009,,/api/v1/requisition-approvals,Requisition Approvals,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-010,,/api/v1/purchase-orders,Purchase Orders,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-011,,/api/v1/po-changes,Po Changes,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-012,,/api/v1/blanket-releases,Blanket Releases,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-013,,/api/v1/subcontract-bids,Subcontract Bids,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-014,,/api/v1/subcontracts,Subcontracts,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-015,,/api/v1/items,Items,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-016,,/api/v1/catalogs,Catalogs,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-017,,/api/v1/warehouses,Warehouses,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-018,,/api/v1/inventory-balances,Inventory Balances,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-019,,/api/v1/inventory-transactions,Inventory Transactions,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-020,,/api/v1/inventory-transfers,Inventory Transfers,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-021,,/api/v1/cycle-counts,Cycle Counts,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-022,,/api/v1/receiving-appointments,Receiving Appointments,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-023,,/api/v1/receipts,Receipts,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-024,,/api/v1/inspections,Inspections,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-025,,/api/v1/returns,Returns,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-026,,/api/v1/deliveries,Deliveries,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-027,,/api/v1/route-plans,Route Plans,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-028,,/api/v1/rentals,Rentals,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-029,,/api/v1/off-rent-notices,Off Rent Notices,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-030,,/api/v1/three-way-matches,Three Way Matches,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-031,,/api/v1/demand-forecasts,Demand Forecasts,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-032,,/api/v1/reorder-recommendations,Reorder Recommendations,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-033,,/api/v1/price-forecasts,Price Forecasts,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-034,,/api/v1/supply-risks,Supply Risks,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-035,,/api/v1/digital-twin,Digital Twin,OAuth2/OIDC + tenant and role authorization,
11,Enterprise Procurement Supply Chain Inventory,P11-API-036,,/api/v1/ai-recommendations,Ai Recommendations,OAuth2/OIDC + tenant and role authorization,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-01,,,ASSETS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-02,,,ASSET CLASSES,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-03,,,MODELS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-04,,,LOCATIONS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-05,,,METERS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-06,,,TELEMATICS EVENTS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-07,,,FUEL TRANSACTIONS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-08,,,WORK ORDERS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-09,,,MAINTENANCE PROGRAMS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-10,,,MAINTENANCE SCHEDULES,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-11,,,DEFECTS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-12,,,INSPECTIONS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-13,,,FINDINGS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-14,,,TECHNICIANS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-15,,,SHOPS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-16,,,PARTS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-17,,,COMPONENTS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-18,,,WARRANTIES,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-19,,,WARRANTY CLAIMS,OAuth2/OIDC + tenant RBAC,
