entity_id,name,domain,definition,key,governance
P19-ENT-036,ConstructionChangeDirective,Notice Management,Canonical contract/change/claims/commercial entity for ConstructionChangeDirective.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-037,ChangeAuthorization,Potential Change Management,Canonical contract/change/claims/commercial entity for ChangeAuthorization.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-038,ApprovalLimit,Change Order Management,Canonical contract/change/claims/commercial entity for ApprovalLimit.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-039,ApprovalMatrix,Change Pricing,Canonical contract/change/claims/commercial entity for ApprovalMatrix.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-040,NotToExceedAuthorization,T&M / Force Account,Canonical contract/change/claims/commercial entity for NotToExceedAuthorization.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-041,ChangePricing,Change Authorization,Canonical contract/change/claims/commercial entity for ChangePricing.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-042,ChangeEstimate,Contract Value Control,Canonical contract/change/claims/commercial entity for ChangeEstimate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-043,ChangeLineItem,Claims Management,Canonical contract/change/claims/commercial entity for ChangeLineItem.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-044,ChangeLaborCost,Delay & Disruption Records,Canonical contract/change/claims/commercial entity for ChangeLaborCost.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-045,ChangeEquipmentCost,Differing Site Conditions,Canonical contract/change/claims/commercial entity for ChangeEquipmentCost.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-046,ChangeMaterialCost,Scope & Design Change,Canonical contract/change/claims/commercial entity for ChangeMaterialCost.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-047,ChangeSubcontractCost,Payment & Billing Commercials,Canonical contract/change/claims/commercial entity for ChangeSubcontractCost.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-048,ChangeTruckingCost,Retainage & Holdbacks,Canonical contract/change/claims/commercial entity for ChangeTruckingCost.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-049,ChangeBurden,Backcharges & Deductions,Canonical contract/change/claims/commercial entity for ChangeBurden.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-050,ChangeMarkup,Allowances & Contingencies,Canonical contract/change/claims/commercial entity for ChangeMarkup.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-051,ChangeTax,Escalation & Price Adjustment,Canonical contract/change/claims/commercial entity for ChangeTax.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-052,ChangeBondCost,"Insurance, Bonds & Commercial Compliance",Canonical contract/change/claims/commercial entity for ChangeBondCost.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-053,AllowanceDraw,Lien & Waiver Administration,Canonical contract/change/claims/commercial entity for AllowanceDraw.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-054,ContingencyDraw,Dispute Management,Canonical contract/change/claims/commercial entity for ContingencyDraw.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-055,TimeAndMaterialTicket,Commercial Forecasting,Canonical contract/change/claims/commercial entity for TimeAndMaterialTicket.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-056,ForceAccountTicket,Contract Closeout,Canonical contract/change/claims/commercial entity for ForceAccountTicket.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-057,TMLaborEntry,AI Commercial Intelligence,Canonical contract/change/claims/commercial entity for TMLaborEntry.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-058,TMEquipmentEntry,Commercial Digital Twin,Canonical contract/change/claims/commercial entity for TMEquipmentEntry.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-059,TMMaterialEntry,Commercial Management Core,Canonical contract/change/claims/commercial entity for TMMaterialEntry.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-060,TMSignature,Prime Contract Management,Canonical contract/change/claims/commercial entity for TMSignature.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-061,TMBackup,Subcontract Management,Canonical contract/change/claims/commercial entity for TMBackup.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-062,RateSchedule,Purchase Contract Commercials,Canonical contract/change/claims/commercial entity for RateSchedule.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-063,ContractRate,Contract Clause Registry,Canonical contract/change/claims/commercial entity for ContractRate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-064,NegotiatedRate,Obligation Management,Canonical contract/change/claims/commercial entity for NegotiatedRate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-065,ContractValueSnapshot,Notice Management,Canonical contract/change/claims/commercial entity for ContractValueSnapshot.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-066,OriginalContractValue,Potential Change Management,Canonical contract/change/claims/commercial entity for OriginalContractValue.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-067,ApprovedChangeValue,Change Order Management,Canonical contract/change/claims/commercial entity for ApprovedChangeValue.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-068,PendingChangeValue,Change Pricing,Canonical contract/change/claims/commercial entity for PendingChangeValue.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-069,ForecastChangeValue,T&M / Force Account,Canonical contract/change/claims/commercial entity for ForecastChangeValue.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-070,RevisedContractValue,Change Authorization,Canonical contract/change/claims/commercial entity for RevisedContractValue.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-071,CommercialExposure,Contract Value Control,Canonical contract/change/claims/commercial entity for CommercialExposure.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-072,Claim,Claims Management,Canonical contract/change/claims/commercial entity for Claim.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-073,ClaimVersion,Delay & Disruption Records,Canonical contract/change/claims/commercial entity for ClaimVersion.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-074,ClaimEvent,Differing Site Conditions,Canonical contract/change/claims/commercial entity for ClaimEvent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-075,ClaimComponent,Scope & Design Change,Canonical contract/change/claims/commercial entity for ClaimComponent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-076,ClaimCostComponent,Payment & Billing Commercials,Canonical contract/change/claims/commercial entity for ClaimCostComponent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-077,ClaimTimeComponent,Retainage & Holdbacks,Canonical contract/change/claims/commercial entity for ClaimTimeComponent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-078,ClaimChronology,Backcharges & Deductions,Canonical contract/change/claims/commercial entity for ClaimChronology.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-079,ClaimPosition,Allowances & Contingencies,Canonical contract/change/claims/commercial entity for ClaimPosition.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-080,ClaimEvidence,Escalation & Price Adjustment,Canonical contract/change/claims/commercial entity for ClaimEvidence.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-081,ClaimReview,"Insurance, Bonds & Commercial Compliance",Canonical contract/change/claims/commercial entity for ClaimReview.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-082,ClaimDecision,Lien & Waiver Administration,Canonical contract/change/claims/commercial entity for ClaimDecision.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-083,ClaimSettlement,Dispute Management,Canonical contract/change/claims/commercial entity for ClaimSettlement.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-084,DelayEventReference,Commercial Forecasting,Canonical contract/change/claims/commercial entity for DelayEventReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-085,DisruptionEvent,Contract Closeout,Canonical contract/change/claims/commercial entity for DisruptionEvent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-086,AccelerationEvent,AI Commercial Intelligence,Canonical contract/change/claims/commercial entity for AccelerationEvent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-087,InefficiencyEvent,Commercial Digital Twin,Canonical contract/change/claims/commercial entity for InefficiencyEvent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-088,DifferingSiteCondition,Commercial Management Core,Canonical contract/change/claims/commercial entity for DifferingSiteCondition.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-089,ConditionObservation,Prime Contract Management,Canonical contract/change/claims/commercial entity for ConditionObservation.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-090,BaselineConditionReference,Subcontract Management,Canonical contract/change/claims/commercial entity for BaselineConditionReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-091,InvestigationRecord,Purchase Contract Commercials,Canonical contract/change/claims/commercial entity for InvestigationRecord.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-092,DesignChangeReference,Contract Clause Registry,Canonical contract/change/claims/commercial entity for DesignChangeReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-093,DrawingChangeReference,Obligation Management,Canonical contract/change/claims/commercial entity for DrawingChangeReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-094,SpecificationChangeReference,Notice Management,Canonical contract/change/claims/commercial entity for SpecificationChangeReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-095,RFIChangeReference,Potential Change Management,Canonical contract/change/claims/commercial entity for RFIChangeReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-096,SubmittalChangeReference,Change Order Management,Canonical contract/change/claims/commercial entity for SubmittalChangeReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-097,ScopeResponsibility,Change Pricing,Canonical contract/change/claims/commercial entity for ScopeResponsibility.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-098,PaymentApplication,T&M / Force Account,Canonical contract/change/claims/commercial entity for PaymentApplication.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-099,PaymentApplicationLine,Change Authorization,Canonical contract/change/claims/commercial entity for PaymentApplicationLine.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-100,PayItem,Contract Value Control,Canonical contract/change/claims/commercial entity for PayItem.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-101,StoredMaterial,Claims Management,Canonical contract/change/claims/commercial entity for StoredMaterial.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-102,RetainageRule,Delay & Disruption Records,Canonical contract/change/claims/commercial entity for RetainageRule.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-103,RetainageBalance,Differing Site Conditions,Canonical contract/change/claims/commercial entity for RetainageBalance.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-104,RetainageRelease,Scope & Design Change,Canonical contract/change/claims/commercial entity for RetainageRelease.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-105,Backcharge,Payment & Billing Commercials,Canonical contract/change/claims/commercial entity for Backcharge.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-106,BackchargeNotice,Retainage & Holdbacks,Canonical contract/change/claims/commercial entity for BackchargeNotice.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-107,BackchargeEvidence,Backcharges & Deductions,Canonical contract/change/claims/commercial entity for BackchargeEvidence.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-108,Deduction,Allowances & Contingencies,Canonical contract/change/claims/commercial entity for Deduction.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-109,Allowance,Escalation & Price Adjustment,Canonical contract/change/claims/commercial entity for Allowance.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-110,Contingency,"Insurance, Bonds & Commercial Compliance",Canonical contract/change/claims/commercial entity for Contingency.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-111,EscalationClause,Lien & Waiver Administration,Canonical contract/change/claims/commercial entity for EscalationClause.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-112,PriceAdjustment,Dispute Management,Canonical contract/change/claims/commercial entity for PriceAdjustment.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-113,IndexReference,Commercial Forecasting,Canonical contract/change/claims/commercial entity for IndexReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-114,FuelAdjustment,Contract Closeout,Canonical contract/change/claims/commercial entity for FuelAdjustment.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-115,MaterialEscalation,AI Commercial Intelligence,Canonical contract/change/claims/commercial entity for MaterialEscalation.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-116,InsuranceRequirement,Commercial Digital Twin,Canonical contract/change/claims/commercial entity for InsuranceRequirement.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-117,InsuranceEvidence,Commercial Management Core,Canonical contract/change/claims/commercial entity for InsuranceEvidence.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-118,BondRequirement,Prime Contract Management,Canonical contract/change/claims/commercial entity for BondRequirement.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-119,BondEvidence,Subcontract Management,Canonical contract/change/claims/commercial entity for BondEvidence.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-120,LienWaiver,Purchase Contract Commercials,Canonical contract/change/claims/commercial entity for LienWaiver.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-121,WaiverType,Contract Clause Registry,Canonical contract/change/claims/commercial entity for WaiverType.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-122,WaiverPaymentLink,Obligation Management,Canonical contract/change/claims/commercial entity for WaiverPaymentLink.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-123,Dispute,Notice Management,Canonical contract/change/claims/commercial entity for Dispute.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-124,DisputeIssue,Potential Change Management,Canonical contract/change/claims/commercial entity for DisputeIssue.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-125,NegotiationRecord,Change Order Management,Canonical contract/change/claims/commercial entity for NegotiationRecord.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-126,MediationReference,Change Pricing,Canonical contract/change/claims/commercial entity for MediationReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-127,ArbitrationReference,T&M / Force Account,Canonical contract/change/claims/commercial entity for ArbitrationReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-128,LitigationReference,Change Authorization,Canonical contract/change/claims/commercial entity for LitigationReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-129,SettlementAuthority,Contract Value Control,Canonical contract/change/claims/commercial entity for SettlementAuthority.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-130,SettlementRecord,Claims Management,Canonical contract/change/claims/commercial entity for SettlementRecord.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-131,PrivilegeClassification,Delay & Disruption Records,Canonical contract/change/claims/commercial entity for PrivilegeClassification.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-132,CommercialForecast,Differing Site Conditions,Canonical contract/change/claims/commercial entity for CommercialForecast.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-133,MarginAtCompletion,Scope & Design Change,Canonical contract/change/claims/commercial entity for MarginAtCompletion.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-134,CommercialRisk,Payment & Billing Commercials,Canonical contract/change/claims/commercial entity for CommercialRisk.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-135,CommercialRiskRating,Retainage & Holdbacks,Canonical contract/change/claims/commercial entity for CommercialRiskRating.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-136,FinalRelease,Backcharges & Deductions,Canonical contract/change/claims/commercial entity for FinalRelease.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-137,FinalPayment,Allowances & Contingencies,Canonical contract/change/claims/commercial entity for FinalPayment.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-138,CommercialCloseout,Escalation & Price Adjustment,Canonical contract/change/claims/commercial entity for CommercialCloseout.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-139,CommercialAuditEvent,"Insurance, Bonds & Commercial Compliance",Canonical contract/change/claims/commercial entity for CommercialAuditEvent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-140,CommercialReport,Lien & Waiver Administration,Canonical contract/change/claims/commercial entity for CommercialReport.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-141,CommercialKPI,Dispute Management,Canonical contract/change/claims/commercial entity for CommercialKPI.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-142,AIClauseExtraction,Commercial Forecasting,Canonical contract/change/claims/commercial entity for AIClauseExtraction.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-143,AINoticeFinding,Contract Closeout,Canonical contract/change/claims/commercial entity for AINoticeFinding.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-144,AIChangeClassification,AI Commercial Intelligence,Canonical contract/change/claims/commercial entity for AIChangeClassification.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-145,AIBackupReview,Commercial Digital Twin,Canonical contract/change/claims/commercial entity for AIBackupReview.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-146,AICommercialRisk,Commercial Management Core,Canonical contract/change/claims/commercial entity for AICommercialRisk.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-147,AIConfidence,Prime Contract Management,Canonical contract/change/claims/commercial entity for AIConfidence.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-148,EvidenceReference,Subcontract Management,Canonical contract/change/claims/commercial entity for EvidenceReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-149,HumanReview,Purchase Contract Commercials,Canonical contract/change/claims/commercial entity for HumanReview.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-150,OverrideRecord,Contract Clause Registry,Canonical contract/change/claims/commercial entity for OverrideRecord.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-151,CommercialDigitalTwinState,Obligation Management,Canonical contract/change/claims/commercial entity for CommercialDigitalTwinState.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-152,CommercialDigitalTwinEvent,Notice Management,Canonical contract/change/claims/commercial entity for CommercialDigitalTwinEvent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-153,CommercialDigitalTwinRelationship,Potential Change Management,Canonical contract/change/claims/commercial entity for CommercialDigitalTwinRelationship.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-154,ProjectReference,Change Order Management,Canonical contract/change/claims/commercial entity for ProjectReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-155,CostCodeReference,Change Pricing,Canonical contract/change/claims/commercial entity for CostCodeReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
