engine_id,name,type,purpose,governance
P17-ENG-013,Machine Assignment Engine,Deterministic,"Provides machine assignment engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-014,Operator Authorization Engine,Deterministic,"Provides operator authorization engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-015,Position Quality Engine,Deterministic,"Provides position quality engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-016,GNSS Health Engine,Deterministic,"Provides gnss health engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-017,Correction Service Health Engine,Deterministic,"Provides correction service health engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-018,2D Guidance Engine,Deterministic,"Provides 2d guidance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-019,3D Guidance Engine,Deterministic,"Provides 3d guidance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-020,Cut/Fill Engine,Deterministic,"Provides cut/fill engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-021,Grade/Slope Engine,Deterministic,"Provides grade/slope engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-022,Excavator Geometry Engine,Deterministic,"Provides excavator geometry engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-023,Dozer Blade Engine,Deterministic,"Provides dozer blade engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-024,Grader Cross-Slope Engine,Deterministic,"Provides grader cross-slope engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-025,Compactor Coverage Engine,Deterministic,"Provides compactor coverage engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-026,Compaction Pass Engine,Deterministic,"Provides compaction pass engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-027,Paving Guidance Engine,Deterministic,"Provides paving guidance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-028,Milling Depth Engine,Deterministic,"Provides milling depth engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-029,Trench/Invert Engine,Deterministic,"Provides trench/invert engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-030,Station/Offset Engine,Deterministic,"Provides station/offset engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-031,Geofence Engine,Deterministic,"Provides geofence engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-032,No-Go Zone Engine,Deterministic,"Provides no-go zone engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-033,Safety Alert Engine,Deterministic,"Provides safety alert engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-034,Tolerance Engine,Deterministic,"Provides tolerance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-035,Conformance Engine,Deterministic,"Provides conformance engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-036,As-Built Engine,Deterministic,"Provides as-built engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-037,Production Capture Engine,Deterministic,"Provides production capture engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-038,Material Movement Engine,Deterministic,"Provides material movement engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-039,Sync Engine,Deterministic,"Provides sync engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-040,Offline Conflict Engine,Deterministic,"Provides offline conflict engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-041,Transfer Verification Engine,Deterministic,"Provides transfer verification engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-042,Design Change Impact Engine,Deterministic,"Provides design change impact engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-043,Withdrawal/Reissue Engine,Deterministic,"Provides withdrawal/reissue engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-044,Telemetry Correlation Engine,Deterministic,"Provides telemetry correlation engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-045,Remote Diagnostics Engine,Deterministic,"Provides remote diagnostics engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-046,Device Health Engine,Deterministic,"Provides device health engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-047,Field Automation Rules Engine,Deterministic,"Provides field automation rules engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-048,Task Sequencing Engine,Deterministic,"Provides task sequencing engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-049,Model QA Engine,AI-assisted,"Provides model qa engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-050,Anomaly Detection Engine,AI-assisted,"Provides anomaly detection engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-051,Optimization Recommendation Engine,AI-assisted,"Provides optimization recommendation engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-052,Evidence Retrieval Engine,AI-assisted,"Provides evidence retrieval engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-053,AI Confidence Engine,AI-assisted,"Provides ai confidence engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-054,Machine Control KPI Engine,AI-assisted,"Provides machine control kpi engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
P17-ENG-055,Machine Control Digital Twin Engine,AI-assisted,"Provides machine control digital twin engine using approved models/localization, machine/device context, telemetry, safety controls and lineage.","AI cannot autonomously enable automatic control, certify localization/model accuracy, override exclusion zones, or release safety-critical job files"
