api_id,method,path,resource,security,control
P17-API-049,GET/POST,/api/v1/machine-control/conformance,conformance,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-050,GET/POST,/api/v1/machine-control/field-issues,field-issues,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-051,GET/POST,/api/v1/machine-control/design-changes,design-changes,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-052,GET/POST,/api/v1/machine-control/withdrawals,withdrawals,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-053,GET/POST,/api/v1/machine-control/reissues,reissues,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-054,GET/POST,/api/v1/machine-control/sync,sync,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-055,GET/POST,/api/v1/machine-control/offline-conflicts,offline-conflicts,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-056,GET/POST,/api/v1/machine-control/remote-support,remote-support,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-057,GET/POST,/api/v1/machine-control/diagnostics,diagnostics,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-058,GET/POST,/api/v1/machine-control/vendor-adapters,vendor-adapters,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-059,GET/POST,/api/v1/machine-control/file-conversions,file-conversions,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-060,GET/POST,/api/v1/machine-control/automation-rules,automation-rules,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-061,GET/POST,/api/v1/machine-control/automation-events,automation-events,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-062,GET/POST,/api/v1/machine-control/ai-insights,ai-insights,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-063,GET/POST,/api/v1/machine-control/kpis,kpis,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-064,GET/POST,/api/v1/machine-control/digital-twin,digital-twin,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
P17-API-065,GET/POST,/api/v1/machine-control/audit-events,audit-events,OAuth2/JWT + RBAC/ABAC,"Tenant/project/machine scoped; revision, safety and authorization-aware; audited"
