field_id,field_name,domain,type,required,definition,validation
P16-FLD-016,latitude,Volumes & Earthwork,string/number/date/boolean/geometry,Conditional,Governed spatial field latitude.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-017,longitude,Progress & Change Detection,string/number/date/boolean/geometry,Conditional,Governed spatial field longitude.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-018,elevation,Corridor & Linear Infrastructure,string/number/date/boolean/geometry,Conditional,Governed spatial field elevation.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-019,station,Utility Mapping,string/number/date/boolean/geometry,Conditional,Governed spatial field station.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-020,offset,GIS Field Collection,string/number/date/boolean/geometry,Conditional,Governed spatial field offset.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-021,chainage,Reality Capture QA/QC,string/number/date/boolean/geometry,Conditional,Governed spatial field chainage.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-022,accuracy_horizontal,Geofencing & Location Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field accuracy_horizontal.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-023,accuracy_vertical,Drone Media & Inspection,string/number/date/boolean/geometry,Conditional,Governed spatial field accuracy_vertical.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-024,rmse,Regulatory & Flight Compliance,string/number/date/boolean/geometry,Conditional,Governed spatial field rmse.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-025,residual,Survey Deliverables,string/number/date/boolean/geometry,Conditional,Governed spatial field residual.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-026,precision_status,Machine Control Handoff,string/number/date/boolean/geometry,Conditional,Governed spatial field precision_status.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-027,quality_status,Spatial Analytics,string/number/date/boolean/geometry,Conditional,Governed spatial field quality_status.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-028,control_point_id,AI Geospatial Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field control_point_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-029,benchmark_id,Geospatial Digital Twin,string/number/date/boolean/geometry,Conditional,Governed spatial field benchmark_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-030,instrument_id,GIS Core,string/number/date/boolean/geometry,Conditional,Governed spatial field instrument_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-031,instrument_serial,Coordinate Reference Systems,string/number/date/boolean/geometry,Conditional,Governed spatial field instrument_serial.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-032,calibration_due_at,Survey Control,string/number/date/boolean/geometry,Conditional,Governed spatial field calibration_due_at.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-033,crew_id,GNSS Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field crew_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-034,surveyor_id,Total Station Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field surveyor_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-035,pilot_id,Digital Levels,string/number/date/boolean/geometry,Conditional,Governed spatial field pilot_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-036,aircraft_id,Construction Layout,string/number/date/boolean/geometry,Conditional,Governed spatial field aircraft_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-037,mission_id,Topographic Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field mission_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-038,flight_id,Existing Conditions,string/number/date/boolean/geometry,Conditional,Governed spatial field flight_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-039,battery_id,Drone Operations,string/number/date/boolean/geometry,Conditional,Governed spatial field battery_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-040,payload_id,Photogrammetry,string/number/date/boolean/geometry,Conditional,Governed spatial field payload_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-041,captured_at,LiDAR Reality Capture,string/number/date/boolean/geometry,Conditional,Governed spatial field captured_at.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-042,processed_at,Point Cloud Management,string/number/date/boolean/geometry,Conditional,Governed spatial field processed_at.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-043,approved_at,Orthomosaic Management,string/number/date/boolean/geometry,Conditional,Governed spatial field approved_at.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-044,created_at,Surface & Terrain Models,string/number/date/boolean/geometry,Conditional,Governed spatial field created_at.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-045,created_by,Volumes & Earthwork,string/number/date/boolean/geometry,Conditional,Governed spatial field created_by.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-046,updated_at,Progress & Change Detection,string/number/date/boolean/geometry,Conditional,Governed spatial field updated_at.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-047,updated_by,Corridor & Linear Infrastructure,string/number/date/boolean/geometry,Conditional,Governed spatial field updated_by.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-048,file_uri,Utility Mapping,string/number/date/boolean/geometry,Conditional,Governed spatial field file_uri.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-049,checksum,GIS Field Collection,string/number/date/boolean/geometry,Conditional,Governed spatial field checksum.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-050,image_resolution,Reality Capture QA/QC,string/number/date/boolean/geometry,Conditional,Governed spatial field image_resolution.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-051,ground_sample_distance,Geofencing & Location Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field ground_sample_distance.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-052,point_density,Drone Media & Inspection,string/number/date/boolean/geometry,Conditional,Governed spatial field point_density.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-053,overlap_forward,Regulatory & Flight Compliance,string/number/date/boolean/geometry,Conditional,Governed spatial field overlap_forward.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-054,overlap_side,Survey Deliverables,string/number/date/boolean/geometry,Conditional,Governed spatial field overlap_side.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-055,surface_id,Machine Control Handoff,string/number/date/boolean/geometry,Conditional,Governed spatial field surface_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-056,surface_version,Spatial Analytics,string/number/date/boolean/geometry,Conditional,Governed spatial field surface_version.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-057,volume_value,AI Geospatial Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field volume_value.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-058,volume_unit,Geospatial Digital Twin,string/number/date/boolean/geometry,Conditional,Governed spatial field volume_unit.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-059,swell_factor,GIS Core,string/number/date/boolean/geometry,Conditional,Governed spatial field swell_factor.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-060,shrink_factor,Coordinate Reference Systems,string/number/date/boolean/geometry,Conditional,Governed spatial field shrink_factor.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-061,evidence_uri,Survey Control,string/number/date/boolean/geometry,Conditional,Governed spatial field evidence_uri.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-062,confidence_score,GNSS Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field confidence_score.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-063,human_review_status,Total Station Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field human_review_status.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-064,regulatory_status,Digital Levels,string/number/date/boolean/geometry,Conditional,Governed spatial field regulatory_status.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-065,authorization_reference,Construction Layout,string/number/date/boolean/geometry,Conditional,Governed spatial field authorization_reference.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-066,privacy_classification,Topographic Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field privacy_classification.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-067,offline_sync_status,Existing Conditions,string/number/date/boolean/geometry,Conditional,Governed spatial field offline_sync_status.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-068,lineage_id,Drone Operations,string/number/date/boolean/geometry,Conditional,Governed spatial field lineage_id.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-069,tenant_id_2,Photogrammetry,string/number/date/boolean/geometry,Conditional,Governed spatial field tenant_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-070,organization_id_2,LiDAR Reality Capture,string/number/date/boolean/geometry,Conditional,Governed spatial field organization_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-071,project_id_2,Point Cloud Management,string/number/date/boolean/geometry,Conditional,Governed spatial field project_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-072,record_id_2,Orthomosaic Management,string/number/date/boolean/geometry,Conditional,Governed spatial field record_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-073,source_system_2,Surface & Terrain Models,string/number/date/boolean/geometry,Conditional,Governed spatial field source_system_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-074,source_record_id_2,Volumes & Earthwork,string/number/date/boolean/geometry,Conditional,Governed spatial field source_record_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-075,geometry_type_2,Progress & Change Detection,string/number/date/boolean/geometry,Conditional,Governed spatial field geometry_type_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-076,geometry_uri_2,Corridor & Linear Infrastructure,string/number/date/boolean/geometry,Conditional,Governed spatial field geometry_uri_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-077,crs_code_2,Utility Mapping,string/number/date/boolean/geometry,Conditional,Governed spatial field crs_code_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-078,horizontal_datum_2,GIS Field Collection,string/number/date/boolean/geometry,Conditional,Governed spatial field horizontal_datum_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-079,vertical_datum_2,Reality Capture QA/QC,string/number/date/boolean/geometry,Conditional,Governed spatial field vertical_datum_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-080,geoid_model_2,Geofencing & Location Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field geoid_model_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-081,unit_code_2,Drone Media & Inspection,string/number/date/boolean/geometry,Conditional,Governed spatial field unit_code_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-082,easting_2,Regulatory & Flight Compliance,string/number/date/boolean/geometry,Conditional,Governed spatial field easting_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-083,northing_2,Survey Deliverables,string/number/date/boolean/geometry,Conditional,Governed spatial field northing_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-084,latitude_2,Machine Control Handoff,string/number/date/boolean/geometry,Conditional,Governed spatial field latitude_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-085,longitude_2,Spatial Analytics,string/number/date/boolean/geometry,Conditional,Governed spatial field longitude_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-086,elevation_2,AI Geospatial Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field elevation_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-087,station_2,Geospatial Digital Twin,string/number/date/boolean/geometry,Conditional,Governed spatial field station_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-088,offset_2,GIS Core,string/number/date/boolean/geometry,Conditional,Governed spatial field offset_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-089,chainage_2,Coordinate Reference Systems,string/number/date/boolean/geometry,Conditional,Governed spatial field chainage_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-090,accuracy_horizontal_2,Survey Control,string/number/date/boolean/geometry,Conditional,Governed spatial field accuracy_horizontal_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-091,accuracy_vertical_2,GNSS Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field accuracy_vertical_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-092,rmse_2,Total Station Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field rmse_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-093,residual_2,Digital Levels,string/number/date/boolean/geometry,Conditional,Governed spatial field residual_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-094,precision_status_2,Construction Layout,string/number/date/boolean/geometry,Conditional,Governed spatial field precision_status_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-095,quality_status_2,Topographic Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field quality_status_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-096,control_point_id_2,Existing Conditions,string/number/date/boolean/geometry,Conditional,Governed spatial field control_point_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-097,benchmark_id_2,Drone Operations,string/number/date/boolean/geometry,Conditional,Governed spatial field benchmark_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-098,instrument_id_2,Photogrammetry,string/number/date/boolean/geometry,Conditional,Governed spatial field instrument_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-099,instrument_serial_2,LiDAR Reality Capture,string/number/date/boolean/geometry,Conditional,Governed spatial field instrument_serial_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-100,calibration_due_at_2,Point Cloud Management,string/number/date/boolean/geometry,Conditional,Governed spatial field calibration_due_at_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-101,crew_id_2,Orthomosaic Management,string/number/date/boolean/geometry,Conditional,Governed spatial field crew_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-102,surveyor_id_2,Surface & Terrain Models,string/number/date/boolean/geometry,Conditional,Governed spatial field surveyor_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-103,pilot_id_2,Volumes & Earthwork,string/number/date/boolean/geometry,Conditional,Governed spatial field pilot_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-104,aircraft_id_2,Progress & Change Detection,string/number/date/boolean/geometry,Conditional,Governed spatial field aircraft_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-105,mission_id_2,Corridor & Linear Infrastructure,string/number/date/boolean/geometry,Conditional,Governed spatial field mission_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-106,flight_id_2,Utility Mapping,string/number/date/boolean/geometry,Conditional,Governed spatial field flight_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-107,battery_id_2,GIS Field Collection,string/number/date/boolean/geometry,Conditional,Governed spatial field battery_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-108,payload_id_2,Reality Capture QA/QC,string/number/date/boolean/geometry,Conditional,Governed spatial field payload_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-109,captured_at_2,Geofencing & Location Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field captured_at_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-110,processed_at_2,Drone Media & Inspection,string/number/date/boolean/geometry,Conditional,Governed spatial field processed_at_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-111,approved_at_2,Regulatory & Flight Compliance,string/number/date/boolean/geometry,Conditional,Governed spatial field approved_at_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-112,created_at_2,Survey Deliverables,string/number/date/boolean/geometry,Conditional,Governed spatial field created_at_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-113,created_by_2,Machine Control Handoff,string/number/date/boolean/geometry,Conditional,Governed spatial field created_by_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-114,updated_at_2,Spatial Analytics,string/number/date/boolean/geometry,Conditional,Governed spatial field updated_at_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-115,updated_by_2,AI Geospatial Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field updated_by_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-116,file_uri_2,Geospatial Digital Twin,string/number/date/boolean/geometry,Conditional,Governed spatial field file_uri_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-117,checksum_2,GIS Core,string/number/date/boolean/geometry,Conditional,Governed spatial field checksum_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-118,image_resolution_2,Coordinate Reference Systems,string/number/date/boolean/geometry,Conditional,Governed spatial field image_resolution_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-119,ground_sample_distance_2,Survey Control,string/number/date/boolean/geometry,Conditional,Governed spatial field ground_sample_distance_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-120,point_density_2,GNSS Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field point_density_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-121,overlap_forward_2,Total Station Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field overlap_forward_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-122,overlap_side_2,Digital Levels,string/number/date/boolean/geometry,Conditional,Governed spatial field overlap_side_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-123,surface_id_2,Construction Layout,string/number/date/boolean/geometry,Conditional,Governed spatial field surface_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-124,surface_version_2,Topographic Survey,string/number/date/boolean/geometry,Conditional,Governed spatial field surface_version_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-125,volume_value_2,Existing Conditions,string/number/date/boolean/geometry,Conditional,Governed spatial field volume_value_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-126,volume_unit_2,Drone Operations,string/number/date/boolean/geometry,Conditional,Governed spatial field volume_unit_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-127,swell_factor_2,Photogrammetry,string/number/date/boolean/geometry,Conditional,Governed spatial field swell_factor_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-128,shrink_factor_2,LiDAR Reality Capture,string/number/date/boolean/geometry,Conditional,Governed spatial field shrink_factor_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-129,evidence_uri_2,Point Cloud Management,string/number/date/boolean/geometry,Conditional,Governed spatial field evidence_uri_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-130,confidence_score_2,Orthomosaic Management,string/number/date/boolean/geometry,Conditional,Governed spatial field confidence_score_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-131,human_review_status_2,Surface & Terrain Models,string/number/date/boolean/geometry,Conditional,Governed spatial field human_review_status_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-132,regulatory_status_2,Volumes & Earthwork,string/number/date/boolean/geometry,Conditional,Governed spatial field regulatory_status_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-133,authorization_reference_2,Progress & Change Detection,string/number/date/boolean/geometry,Conditional,Governed spatial field authorization_reference_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-134,privacy_classification_2,Corridor & Linear Infrastructure,string/number/date/boolean/geometry,Conditional,Governed spatial field privacy_classification_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-135,offline_sync_status_2,Utility Mapping,string/number/date/boolean/geometry,Conditional,Governed spatial field offline_sync_status_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-136,lineage_id_2,GIS Field Collection,string/number/date/boolean/geometry,Conditional,Governed spatial field lineage_id_2.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-137,tenant_id_3,Reality Capture QA/QC,string/number/date/boolean/geometry,Conditional,Governed spatial field tenant_id_3.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
P16-FLD-138,organization_id_3,Geofencing & Location Intelligence,string/number/date/boolean/geometry,Conditional,Governed spatial field organization_id_3.,"Validate type, tenant/project scope, CRS/datum/unit compatibility, lineage, accuracy and permissions"
