field_id,field_name,domain,type,required,definition,validation
P19-FLD-029,subcontract_cost,Commercial Digital Twin,string/number/date/boolean,Conditional,Governed commercial field subcontract_cost.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-030,trucking_cost,Commercial Management Core,string/number/date/boolean,Conditional,Governed commercial field trucking_cost.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-031,burden_cost,Prime Contract Management,string/number/date/boolean,Conditional,Governed commercial field burden_cost.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-032,markup_value,Subcontract Management,string/number/date/boolean,Conditional,Governed commercial field markup_value.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-033,tax_value,Purchase Contract Commercials,string/number/date/boolean,Conditional,Governed commercial field tax_value.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-034,bond_cost,Contract Clause Registry,string/number/date/boolean,Conditional,Governed commercial field bond_cost.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-035,tm_ticket_id,Obligation Management,string/number/date/boolean,Conditional,Governed commercial field tm_ticket_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-036,ticket_date,Notice Management,string/number/date/boolean,Conditional,Governed commercial field ticket_date.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-037,signed_status,Potential Change Management,string/number/date/boolean,Conditional,Governed commercial field signed_status.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-038,claim_id,Change Order Management,string/number/date/boolean,Conditional,Governed commercial field claim_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-039,claim_status,Change Pricing,string/number/date/boolean,Conditional,Governed commercial field claim_status.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-040,claim_cost_value,T&M / Force Account,string/number/date/boolean,Conditional,Governed commercial field claim_cost_value.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-041,claim_time_days,Change Authorization,string/number/date/boolean,Conditional,Governed commercial field claim_time_days.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-042,delay_event_id,Contract Value Control,string/number/date/boolean,Conditional,Governed commercial field delay_event_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-043,schedule_activity_id,Claims Management,string/number/date/boolean,Conditional,Governed commercial field schedule_activity_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-044,differing_condition_id,Delay & Disruption Records,string/number/date/boolean,Conditional,Governed commercial field differing_condition_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-045,payment_application_id,Differing Site Conditions,string/number/date/boolean,Conditional,Governed commercial field payment_application_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-046,billing_period,Scope & Design Change,string/number/date/boolean,Conditional,Governed commercial field billing_period.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-047,retainage_percent,Payment & Billing Commercials,string/number/date/boolean,Conditional,Governed commercial field retainage_percent.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-048,retainage_value,Retainage & Holdbacks,string/number/date/boolean,Conditional,Governed commercial field retainage_value.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-049,backcharge_id,Backcharges & Deductions,string/number/date/boolean,Conditional,Governed commercial field backcharge_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-050,allowance_id,Allowances & Contingencies,string/number/date/boolean,Conditional,Governed commercial field allowance_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-051,contingency_id,Escalation & Price Adjustment,string/number/date/boolean,Conditional,Governed commercial field contingency_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-052,price_adjustment_id,"Insurance, Bonds & Commercial Compliance",string/number/date/boolean,Conditional,Governed commercial field price_adjustment_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-053,index_value,Lien & Waiver Administration,string/number/date/boolean,Conditional,Governed commercial field index_value.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-054,commercial_exposure,Dispute Management,string/number/date/boolean,Conditional,Governed commercial field commercial_exposure.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-055,forecast_margin,Commercial Forecasting,string/number/date/boolean,Conditional,Governed commercial field forecast_margin.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-056,currency_code,Contract Closeout,string/number/date/boolean,Conditional,Governed commercial field currency_code.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-057,jurisdiction_code,AI Commercial Intelligence,string/number/date/boolean,Conditional,Governed commercial field jurisdiction_code.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-058,privilege_classification,Commercial Digital Twin,string/number/date/boolean,Conditional,Governed commercial field privilege_classification.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-059,evidence_uri,Commercial Management Core,string/number/date/boolean,Conditional,Governed commercial field evidence_uri.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-060,checksum,Prime Contract Management,string/number/date/boolean,Conditional,Governed commercial field checksum.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-061,source_system,Subcontract Management,string/number/date/boolean,Conditional,Governed commercial field source_system.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-062,source_record_id,Purchase Contract Commercials,string/number/date/boolean,Conditional,Governed commercial field source_record_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-063,lineage_id,Contract Clause Registry,string/number/date/boolean,Conditional,Governed commercial field lineage_id.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-064,created_at,Obligation Management,string/number/date/boolean,Conditional,Governed commercial field created_at.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-065,created_by,Notice Management,string/number/date/boolean,Conditional,Governed commercial field created_by.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-066,updated_at,Potential Change Management,string/number/date/boolean,Conditional,Governed commercial field updated_at.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-067,updated_by,Change Order Management,string/number/date/boolean,Conditional,Governed commercial field updated_by.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-068,approved_at,Change Pricing,string/number/date/boolean,Conditional,Governed commercial field approved_at.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-069,approved_by,T&M / Force Account,string/number/date/boolean,Conditional,Governed commercial field approved_by.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-070,confidence_score,Change Authorization,string/number/date/boolean,Conditional,Governed commercial field confidence_score.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-071,human_review_status,Contract Value Control,string/number/date/boolean,Conditional,Governed commercial field human_review_status.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-072,tenant_id_2,Claims Management,string/number/date/boolean,Conditional,Governed commercial field tenant_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-073,organization_id_2,Delay & Disruption Records,string/number/date/boolean,Conditional,Governed commercial field organization_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-074,project_id_2,Differing Site Conditions,string/number/date/boolean,Conditional,Governed commercial field project_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-075,contract_id_2,Scope & Design Change,string/number/date/boolean,Conditional,Governed commercial field contract_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-076,contract_version_2,Payment & Billing Commercials,string/number/date/boolean,Conditional,Governed commercial field contract_version_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-077,record_id_2,Retainage & Holdbacks,string/number/date/boolean,Conditional,Governed commercial field record_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-078,party_id_2,Backcharges & Deductions,string/number/date/boolean,Conditional,Governed commercial field party_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-079,clause_id_2,Allowances & Contingencies,string/number/date/boolean,Conditional,Governed commercial field clause_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-080,obligation_id_2,Escalation & Price Adjustment,string/number/date/boolean,Conditional,Governed commercial field obligation_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-081,notice_id_2,"Insurance, Bonds & Commercial Compliance",string/number/date/boolean,Conditional,Governed commercial field notice_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-082,notice_due_at_2,Lien & Waiver Administration,string/number/date/boolean,Conditional,Governed commercial field notice_due_at_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-083,notice_sent_at_2,Dispute Management,string/number/date/boolean,Conditional,Governed commercial field notice_sent_at_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-084,change_event_id_2,Commercial Forecasting,string/number/date/boolean,Conditional,Governed commercial field change_event_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-085,change_order_id_2,Contract Closeout,string/number/date/boolean,Conditional,Governed commercial field change_order_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-086,change_version_2,AI Commercial Intelligence,string/number/date/boolean,Conditional,Governed commercial field change_version_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-087,change_status_2,Commercial Digital Twin,string/number/date/boolean,Conditional,Governed commercial field change_status_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-088,change_reason_2,Commercial Management Core,string/number/date/boolean,Conditional,Governed commercial field change_reason_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-089,authorization_id_2,Prime Contract Management,string/number/date/boolean,Conditional,Governed commercial field authorization_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-090,approval_limit_2,Subcontract Management,string/number/date/boolean,Conditional,Governed commercial field approval_limit_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-091,nte_value_2,Purchase Contract Commercials,string/number/date/boolean,Conditional,Governed commercial field nte_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-092,original_contract_value_2,Contract Clause Registry,string/number/date/boolean,Conditional,Governed commercial field original_contract_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-093,approved_change_value_2,Obligation Management,string/number/date/boolean,Conditional,Governed commercial field approved_change_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-094,pending_change_value_2,Notice Management,string/number/date/boolean,Conditional,Governed commercial field pending_change_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-095,forecast_change_value_2,Potential Change Management,string/number/date/boolean,Conditional,Governed commercial field forecast_change_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-096,revised_contract_value_2,Change Order Management,string/number/date/boolean,Conditional,Governed commercial field revised_contract_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-097,labor_cost_2,Change Pricing,string/number/date/boolean,Conditional,Governed commercial field labor_cost_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-098,equipment_cost_2,T&M / Force Account,string/number/date/boolean,Conditional,Governed commercial field equipment_cost_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-099,material_cost_2,Change Authorization,string/number/date/boolean,Conditional,Governed commercial field material_cost_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-100,subcontract_cost_2,Contract Value Control,string/number/date/boolean,Conditional,Governed commercial field subcontract_cost_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-101,trucking_cost_2,Claims Management,string/number/date/boolean,Conditional,Governed commercial field trucking_cost_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-102,burden_cost_2,Delay & Disruption Records,string/number/date/boolean,Conditional,Governed commercial field burden_cost_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-103,markup_value_2,Differing Site Conditions,string/number/date/boolean,Conditional,Governed commercial field markup_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-104,tax_value_2,Scope & Design Change,string/number/date/boolean,Conditional,Governed commercial field tax_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-105,bond_cost_2,Payment & Billing Commercials,string/number/date/boolean,Conditional,Governed commercial field bond_cost_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-106,tm_ticket_id_2,Retainage & Holdbacks,string/number/date/boolean,Conditional,Governed commercial field tm_ticket_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-107,ticket_date_2,Backcharges & Deductions,string/number/date/boolean,Conditional,Governed commercial field ticket_date_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-108,signed_status_2,Allowances & Contingencies,string/number/date/boolean,Conditional,Governed commercial field signed_status_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-109,claim_id_2,Escalation & Price Adjustment,string/number/date/boolean,Conditional,Governed commercial field claim_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-110,claim_status_2,"Insurance, Bonds & Commercial Compliance",string/number/date/boolean,Conditional,Governed commercial field claim_status_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-111,claim_cost_value_2,Lien & Waiver Administration,string/number/date/boolean,Conditional,Governed commercial field claim_cost_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-112,claim_time_days_2,Dispute Management,string/number/date/boolean,Conditional,Governed commercial field claim_time_days_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-113,delay_event_id_2,Commercial Forecasting,string/number/date/boolean,Conditional,Governed commercial field delay_event_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-114,schedule_activity_id_2,Contract Closeout,string/number/date/boolean,Conditional,Governed commercial field schedule_activity_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-115,differing_condition_id_2,AI Commercial Intelligence,string/number/date/boolean,Conditional,Governed commercial field differing_condition_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-116,payment_application_id_2,Commercial Digital Twin,string/number/date/boolean,Conditional,Governed commercial field payment_application_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-117,billing_period_2,Commercial Management Core,string/number/date/boolean,Conditional,Governed commercial field billing_period_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-118,retainage_percent_2,Prime Contract Management,string/number/date/boolean,Conditional,Governed commercial field retainage_percent_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-119,retainage_value_2,Subcontract Management,string/number/date/boolean,Conditional,Governed commercial field retainage_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-120,backcharge_id_2,Purchase Contract Commercials,string/number/date/boolean,Conditional,Governed commercial field backcharge_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-121,allowance_id_2,Contract Clause Registry,string/number/date/boolean,Conditional,Governed commercial field allowance_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-122,contingency_id_2,Obligation Management,string/number/date/boolean,Conditional,Governed commercial field contingency_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-123,price_adjustment_id_2,Notice Management,string/number/date/boolean,Conditional,Governed commercial field price_adjustment_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-124,index_value_2,Potential Change Management,string/number/date/boolean,Conditional,Governed commercial field index_value_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-125,commercial_exposure_2,Change Order Management,string/number/date/boolean,Conditional,Governed commercial field commercial_exposure_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-126,forecast_margin_2,Change Pricing,string/number/date/boolean,Conditional,Governed commercial field forecast_margin_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-127,currency_code_2,T&M / Force Account,string/number/date/boolean,Conditional,Governed commercial field currency_code_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-128,jurisdiction_code_2,Change Authorization,string/number/date/boolean,Conditional,Governed commercial field jurisdiction_code_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-129,privilege_classification_2,Contract Value Control,string/number/date/boolean,Conditional,Governed commercial field privilege_classification_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-130,evidence_uri_2,Claims Management,string/number/date/boolean,Conditional,Governed commercial field evidence_uri_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-131,checksum_2,Delay & Disruption Records,string/number/date/boolean,Conditional,Governed commercial field checksum_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-132,source_system_2,Differing Site Conditions,string/number/date/boolean,Conditional,Governed commercial field source_system_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-133,source_record_id_2,Scope & Design Change,string/number/date/boolean,Conditional,Governed commercial field source_record_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-134,lineage_id_2,Payment & Billing Commercials,string/number/date/boolean,Conditional,Governed commercial field lineage_id_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-135,created_at_2,Retainage & Holdbacks,string/number/date/boolean,Conditional,Governed commercial field created_at_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-136,created_by_2,Backcharges & Deductions,string/number/date/boolean,Conditional,Governed commercial field created_by_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-137,updated_at_2,Allowances & Contingencies,string/number/date/boolean,Conditional,Governed commercial field updated_at_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-138,updated_by_2,Escalation & Price Adjustment,string/number/date/boolean,Conditional,Governed commercial field updated_by_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-139,approved_at_2,"Insurance, Bonds & Commercial Compliance",string/number/date/boolean,Conditional,Governed commercial field approved_at_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-140,approved_by_2,Lien & Waiver Administration,string/number/date/boolean,Conditional,Governed commercial field approved_by_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-141,confidence_score_2,Dispute Management,string/number/date/boolean,Conditional,Governed commercial field confidence_score_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-142,human_review_status_2,Commercial Forecasting,string/number/date/boolean,Conditional,Governed commercial field human_review_status_2.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-143,tenant_id_3,Contract Closeout,string/number/date/boolean,Conditional,Governed commercial field tenant_id_3.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-144,organization_id_3,AI Commercial Intelligence,string/number/date/boolean,Conditional,Governed commercial field organization_id_3.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-145,project_id_3,Commercial Digital Twin,string/number/date/boolean,Conditional,Governed commercial field project_id_3.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-146,contract_id_3,Commercial Management Core,string/number/date/boolean,Conditional,Governed commercial field contract_id_3.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
P19-FLD-147,contract_version_3,Prime Contract Management,string/number/date/boolean,Conditional,Governed commercial field contract_version_3.,"Validate contract/project scope, authority, deadlines, values, currency, version, evidence, permissions and lineage"
