Rule ID,Domain,Name,Rule Statement,Enforcement,Criticality
P12-BR-037,Compliance,Compliance control 37,"Apply configurable tenant policy to compliance transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Advisory,High
P12-BR-038,Safety & Risk,Safety & Risk control 38,"Apply configurable tenant policy to safety & risk transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
P12-BR-039,Utilization & Dispatch,Utilization & Dispatch control 39,"Apply configurable tenant policy to utilization & dispatch transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
P12-BR-040,Equipment Costing,Equipment Costing control 40,"Apply configurable tenant policy to equipment costing transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Advisory,High
P12-BR-041,Warranty & Claims,Warranty & Claims control 41,"Apply configurable tenant policy to warranty & claims transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
P12-BR-042,Tires & Undercarriage,Tires & Undercarriage control 42,"Apply configurable tenant policy to tires & undercarriage transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
P12-BR-043,Attachments & Tools,Attachments & Tools control 43,"Apply configurable tenant policy to attachments & tools transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Advisory,High
P12-BR-044,Documents & Media,Documents & Media control 44,"Apply configurable tenant policy to documents & media transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
P12-BR-045,Mobile & Offline,Mobile & Offline control 45,"Apply configurable tenant policy to mobile & offline transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
P12-BR-046,Fleet Intelligence,Fleet Intelligence control 46,"Apply configurable tenant policy to fleet intelligence transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Advisory,High
P12-BR-047,Fleet Digital Twin,Fleet Digital Twin control 47,"Apply configurable tenant policy to fleet digital twin transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
P12-BR-048,Administration & Integration,Administration & Integration control 48,"Apply configurable tenant policy to administration & integration transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
P12-BR-049,Fleet Registry,Fleet Registry control 49,"Apply configurable tenant policy to fleet registry transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Advisory,High
P12-BR-050,Asset Lifecycle,Asset Lifecycle control 50,"Apply configurable tenant policy to asset lifecycle transactions; block unsafe, unauthorized, duplicate, financially invalid, or noncompliant actions and require documented override authority for exceptions.",Blocking,High
