field_id,field_name,domain,type,required,definition,validation
P15-FLD-028,classification,OCR & Content Extraction,string/number/date/boolean,Conditional,Governed document-information field classification.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-029,confidentiality,Plan & Spec Intelligence,string/number/date/boolean,Conditional,Governed document-information field confidentiality.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-030,retention_policy_id,Document Search & Retrieval,string/number/date/boolean,Conditional,Governed document-information field retention_policy_id.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-031,legal_hold_status,Records Retention & Legal Hold,string/number/date/boolean,Conditional,Governed document-information field legal_hold_status.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-032,owner_id,External Collaboration,string/number/date/boolean,Conditional,Governed document-information field owner_id.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-033,reviewer_id,Field Document Access,string/number/date/boolean,Conditional,Governed document-information field reviewer_id.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-034,approver_id,BIM/CDE Coordination,string/number/date/boolean,Conditional,Governed document-information field approver_id.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-035,due_at,Closeout & Turnover,string/number/date/boolean,Conditional,Governed document-information field due_at.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-036,submitted_at,Document Intelligence Digital Twin,string/number/date/boolean,Conditional,Governed document-information field submitted_at.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-037,responded_at,Document Control,string/number/date/boolean,Conditional,Governed document-information field responded_at.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-038,closed_at,Drawing Management,string/number/date/boolean,Conditional,Governed document-information field closed_at.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-039,drawing_sheet_number,Specification Management,string/number/date/boolean,Conditional,Governed document-information field drawing_sheet_number.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-040,drawing_scale,Submittals,string/number/date/boolean,Conditional,Governed document-information field drawing_scale.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-041,spec_section,RFIs,string/number/date/boolean,Conditional,Governed document-information field spec_section.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-042,rfi_number,Transmittals & Distribution,string/number/date/boolean,Conditional,Governed document-information field rfi_number.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-043,submittal_number,Correspondence & Records,string/number/date/boolean,Conditional,Governed document-information field submittal_number.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-044,transmittal_number,Version & Revision Control,string/number/date/boolean,Conditional,Governed document-information field transmittal_number.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-045,distribution_list_id,Markup & Review,string/number/date/boolean,Conditional,Governed document-information field distribution_list_id.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-046,permission_policy_id,OCR & Content Extraction,string/number/date/boolean,Conditional,Governed document-information field permission_policy_id.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-047,external_share_status,Plan & Spec Intelligence,string/number/date/boolean,Conditional,Governed document-information field external_share_status.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-048,offline_available,Document Search & Retrieval,string/number/date/boolean,Conditional,Governed document-information field offline_available.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-049,source_system,Records Retention & Legal Hold,string/number/date/boolean,Conditional,Governed document-information field source_system.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-050,source_record_id,External Collaboration,string/number/date/boolean,Conditional,Governed document-information field source_record_id.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-051,lineage_id,Field Document Access,string/number/date/boolean,Conditional,Governed document-information field lineage_id.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-052,evidence_uri,BIM/CDE Coordination,string/number/date/boolean,Conditional,Governed document-information field evidence_uri.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-053,confidence_score,Closeout & Turnover,string/number/date/boolean,Conditional,Governed document-information field confidence_score.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-054,human_review_status,Document Intelligence Digital Twin,string/number/date/boolean,Conditional,Governed document-information field human_review_status.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-055,tenant_id_2,Document Control,string/number/date/boolean,Conditional,Governed document-information field tenant_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-056,organization_id_2,Drawing Management,string/number/date/boolean,Conditional,Governed document-information field organization_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-057,project_id_2,Specification Management,string/number/date/boolean,Conditional,Governed document-information field project_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-058,record_id_2,Submittals,string/number/date/boolean,Conditional,Governed document-information field record_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-059,document_id_2,RFIs,string/number/date/boolean,Conditional,Governed document-information field document_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-060,document_number_2,Transmittals & Distribution,string/number/date/boolean,Conditional,Governed document-information field document_number_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-061,title_2,Correspondence & Records,string/number/date/boolean,Conditional,Governed document-information field title_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-062,description_2,Version & Revision Control,string/number/date/boolean,Conditional,Governed document-information field description_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-063,document_type_2,Markup & Review,string/number/date/boolean,Conditional,Governed document-information field document_type_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-064,discipline_2,OCR & Content Extraction,string/number/date/boolean,Conditional,Governed document-information field discipline_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-065,status_2,Plan & Spec Intelligence,string/number/date/boolean,Conditional,Governed document-information field status_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-066,revision_2,Document Search & Retrieval,string/number/date/boolean,Conditional,Governed document-information field revision_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-067,version_2,Records Retention & Legal Hold,string/number/date/boolean,Conditional,Governed document-information field version_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-068,issue_purpose_2,External Collaboration,string/number/date/boolean,Conditional,Governed document-information field issue_purpose_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-069,effective_at_2,Field Document Access,string/number/date/boolean,Conditional,Governed document-information field effective_at_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-070,superseded_at_2,BIM/CDE Coordination,string/number/date/boolean,Conditional,Governed document-information field superseded_at_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-071,created_at_2,Closeout & Turnover,string/number/date/boolean,Conditional,Governed document-information field created_at_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-072,created_by_2,Document Intelligence Digital Twin,string/number/date/boolean,Conditional,Governed document-information field created_by_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-073,updated_at_2,Document Control,string/number/date/boolean,Conditional,Governed document-information field updated_at_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-074,updated_by_2,Drawing Management,string/number/date/boolean,Conditional,Governed document-information field updated_by_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-075,file_name_2,Specification Management,string/number/date/boolean,Conditional,Governed document-information field file_name_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-076,file_format_2,Submittals,string/number/date/boolean,Conditional,Governed document-information field file_format_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-077,file_size_2,RFIs,string/number/date/boolean,Conditional,Governed document-information field file_size_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-078,checksum_2,Transmittals & Distribution,string/number/date/boolean,Conditional,Governed document-information field checksum_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-079,storage_uri_2,Correspondence & Records,string/number/date/boolean,Conditional,Governed document-information field storage_uri_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-080,preview_uri_2,Version & Revision Control,string/number/date/boolean,Conditional,Governed document-information field preview_uri_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-081,ocr_status_2,Markup & Review,string/number/date/boolean,Conditional,Governed document-information field ocr_status_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-082,classification_2,OCR & Content Extraction,string/number/date/boolean,Conditional,Governed document-information field classification_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-083,confidentiality_2,Plan & Spec Intelligence,string/number/date/boolean,Conditional,Governed document-information field confidentiality_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-084,retention_policy_id_2,Document Search & Retrieval,string/number/date/boolean,Conditional,Governed document-information field retention_policy_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-085,legal_hold_status_2,Records Retention & Legal Hold,string/number/date/boolean,Conditional,Governed document-information field legal_hold_status_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-086,owner_id_2,External Collaboration,string/number/date/boolean,Conditional,Governed document-information field owner_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-087,reviewer_id_2,Field Document Access,string/number/date/boolean,Conditional,Governed document-information field reviewer_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-088,approver_id_2,BIM/CDE Coordination,string/number/date/boolean,Conditional,Governed document-information field approver_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-089,due_at_2,Closeout & Turnover,string/number/date/boolean,Conditional,Governed document-information field due_at_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-090,submitted_at_2,Document Intelligence Digital Twin,string/number/date/boolean,Conditional,Governed document-information field submitted_at_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-091,responded_at_2,Document Control,string/number/date/boolean,Conditional,Governed document-information field responded_at_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-092,closed_at_2,Drawing Management,string/number/date/boolean,Conditional,Governed document-information field closed_at_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-093,drawing_sheet_number_2,Specification Management,string/number/date/boolean,Conditional,Governed document-information field drawing_sheet_number_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-094,drawing_scale_2,Submittals,string/number/date/boolean,Conditional,Governed document-information field drawing_scale_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-095,spec_section_2,RFIs,string/number/date/boolean,Conditional,Governed document-information field spec_section_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-096,rfi_number_2,Transmittals & Distribution,string/number/date/boolean,Conditional,Governed document-information field rfi_number_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-097,submittal_number_2,Correspondence & Records,string/number/date/boolean,Conditional,Governed document-information field submittal_number_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-098,transmittal_number_2,Version & Revision Control,string/number/date/boolean,Conditional,Governed document-information field transmittal_number_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-099,distribution_list_id_2,Markup & Review,string/number/date/boolean,Conditional,Governed document-information field distribution_list_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-100,permission_policy_id_2,OCR & Content Extraction,string/number/date/boolean,Conditional,Governed document-information field permission_policy_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-101,external_share_status_2,Plan & Spec Intelligence,string/number/date/boolean,Conditional,Governed document-information field external_share_status_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-102,offline_available_2,Document Search & Retrieval,string/number/date/boolean,Conditional,Governed document-information field offline_available_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-103,source_system_2,Records Retention & Legal Hold,string/number/date/boolean,Conditional,Governed document-information field source_system_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-104,source_record_id_2,External Collaboration,string/number/date/boolean,Conditional,Governed document-information field source_record_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-105,lineage_id_2,Field Document Access,string/number/date/boolean,Conditional,Governed document-information field lineage_id_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-106,evidence_uri_2,BIM/CDE Coordination,string/number/date/boolean,Conditional,Governed document-information field evidence_uri_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-107,confidence_score_2,Closeout & Turnover,string/number/date/boolean,Conditional,Governed document-information field confidence_score_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-108,human_review_status_2,Document Intelligence Digital Twin,string/number/date/boolean,Conditional,Governed document-information field human_review_status_2.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-109,tenant_id_3,Document Control,string/number/date/boolean,Conditional,Governed document-information field tenant_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-110,organization_id_3,Drawing Management,string/number/date/boolean,Conditional,Governed document-information field organization_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-111,project_id_3,Specification Management,string/number/date/boolean,Conditional,Governed document-information field project_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-112,record_id_3,Submittals,string/number/date/boolean,Conditional,Governed document-information field record_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-113,document_id_3,RFIs,string/number/date/boolean,Conditional,Governed document-information field document_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-114,document_number_3,Transmittals & Distribution,string/number/date/boolean,Conditional,Governed document-information field document_number_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-115,title_3,Correspondence & Records,string/number/date/boolean,Conditional,Governed document-information field title_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-116,description_3,Version & Revision Control,string/number/date/boolean,Conditional,Governed document-information field description_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-117,document_type_3,Markup & Review,string/number/date/boolean,Conditional,Governed document-information field document_type_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-118,discipline_3,OCR & Content Extraction,string/number/date/boolean,Conditional,Governed document-information field discipline_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-119,status_3,Plan & Spec Intelligence,string/number/date/boolean,Conditional,Governed document-information field status_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-120,revision_3,Document Search & Retrieval,string/number/date/boolean,Conditional,Governed document-information field revision_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-121,version_3,Records Retention & Legal Hold,string/number/date/boolean,Conditional,Governed document-information field version_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-122,issue_purpose_3,External Collaboration,string/number/date/boolean,Conditional,Governed document-information field issue_purpose_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-123,effective_at_3,Field Document Access,string/number/date/boolean,Conditional,Governed document-information field effective_at_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-124,superseded_at_3,BIM/CDE Coordination,string/number/date/boolean,Conditional,Governed document-information field superseded_at_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-125,created_at_3,Closeout & Turnover,string/number/date/boolean,Conditional,Governed document-information field created_at_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-126,created_by_3,Document Intelligence Digital Twin,string/number/date/boolean,Conditional,Governed document-information field created_by_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-127,updated_at_3,Document Control,string/number/date/boolean,Conditional,Governed document-information field updated_at_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-128,updated_by_3,Drawing Management,string/number/date/boolean,Conditional,Governed document-information field updated_by_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-129,file_name_3,Specification Management,string/number/date/boolean,Conditional,Governed document-information field file_name_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-130,file_format_3,Submittals,string/number/date/boolean,Conditional,Governed document-information field file_format_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-131,file_size_3,RFIs,string/number/date/boolean,Conditional,Governed document-information field file_size_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-132,checksum_3,Transmittals & Distribution,string/number/date/boolean,Conditional,Governed document-information field checksum_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-133,storage_uri_3,Correspondence & Records,string/number/date/boolean,Conditional,Governed document-information field storage_uri_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-134,preview_uri_3,Version & Revision Control,string/number/date/boolean,Conditional,Governed document-information field preview_uri_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-135,ocr_status_3,Markup & Review,string/number/date/boolean,Conditional,Governed document-information field ocr_status_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-136,classification_3,OCR & Content Extraction,string/number/date/boolean,Conditional,Governed document-information field classification_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-137,confidentiality_3,Plan & Spec Intelligence,string/number/date/boolean,Conditional,Governed document-information field confidentiality_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-138,retention_policy_id_3,Document Search & Retrieval,string/number/date/boolean,Conditional,Governed document-information field retention_policy_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-139,legal_hold_status_3,Records Retention & Legal Hold,string/number/date/boolean,Conditional,Governed document-information field legal_hold_status_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-140,owner_id_3,External Collaboration,string/number/date/boolean,Conditional,Governed document-information field owner_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-141,reviewer_id_3,Field Document Access,string/number/date/boolean,Conditional,Governed document-information field reviewer_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-142,approver_id_3,BIM/CDE Coordination,string/number/date/boolean,Conditional,Governed document-information field approver_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-143,due_at_3,Closeout & Turnover,string/number/date/boolean,Conditional,Governed document-information field due_at_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-144,submitted_at_3,Document Intelligence Digital Twin,string/number/date/boolean,Conditional,Governed document-information field submitted_at_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-145,responded_at_3,Document Control,string/number/date/boolean,Conditional,Governed document-information field responded_at_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-146,closed_at_3,Drawing Management,string/number/date/boolean,Conditional,Governed document-information field closed_at_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-147,drawing_sheet_number_3,Specification Management,string/number/date/boolean,Conditional,Governed document-information field drawing_sheet_number_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-148,drawing_scale_3,Submittals,string/number/date/boolean,Conditional,Governed document-information field drawing_scale_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-149,spec_section_3,RFIs,string/number/date/boolean,Conditional,Governed document-information field spec_section_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-150,rfi_number_3,Transmittals & Distribution,string/number/date/boolean,Conditional,Governed document-information field rfi_number_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-151,submittal_number_3,Correspondence & Records,string/number/date/boolean,Conditional,Governed document-information field submittal_number_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-152,transmittal_number_3,Version & Revision Control,string/number/date/boolean,Conditional,Governed document-information field transmittal_number_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-153,distribution_list_id_3,Markup & Review,string/number/date/boolean,Conditional,Governed document-information field distribution_list_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-154,permission_policy_id_3,OCR & Content Extraction,string/number/date/boolean,Conditional,Governed document-information field permission_policy_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-155,external_share_status_3,Plan & Spec Intelligence,string/number/date/boolean,Conditional,Governed document-information field external_share_status_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-156,offline_available_3,Document Search & Retrieval,string/number/date/boolean,Conditional,Governed document-information field offline_available_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-157,source_system_3,Records Retention & Legal Hold,string/number/date/boolean,Conditional,Governed document-information field source_system_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-158,source_record_id_3,External Collaboration,string/number/date/boolean,Conditional,Governed document-information field source_record_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-159,lineage_id_3,Field Document Access,string/number/date/boolean,Conditional,Governed document-information field lineage_id_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-160,evidence_uri_3,BIM/CDE Coordination,string/number/date/boolean,Conditional,Governed document-information field evidence_uri_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-161,confidence_score_3,Closeout & Turnover,string/number/date/boolean,Conditional,Governed document-information field confidence_score_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-162,human_review_status_3,Document Intelligence Digital Twin,string/number/date/boolean,Conditional,Governed document-information field human_review_status_3.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-163,tenant_id_4,Document Control,string/number/date/boolean,Conditional,Governed document-information field tenant_id_4.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-164,organization_id_4,Drawing Management,string/number/date/boolean,Conditional,Governed document-information field organization_id_4.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-165,project_id_4,Specification Management,string/number/date/boolean,Conditional,Governed document-information field project_id_4.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-166,record_id_4,Submittals,string/number/date/boolean,Conditional,Governed document-information field record_id_4.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-167,document_id_4,RFIs,string/number/date/boolean,Conditional,Governed document-information field document_id_4.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-168,document_number_4,Transmittals & Distribution,string/number/date/boolean,Conditional,Governed document-information field document_number_4.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-169,title_4,Correspondence & Records,string/number/date/boolean,Conditional,Governed document-information field title_4.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
P15-FLD-170,description_4,Version & Revision Control,string/number/date/boolean,Conditional,Governed document-information field description_4.,"Validate type, tenant/project scope, permissions, revision state and applicable references"
