requirement_id,domain,priority,requirement,acceptance_criteria,version,status
P28-REQ-016,Tenant Isolation,Must,"GrounUp shall implement governed tenant isolation control 16 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 16 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-017,Project/Record Access,Must,"GrounUp shall implement governed project/record access control 17 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 17 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-018,Data Classification,Must,"GrounUp shall implement governed data classification control 18 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 18 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-019,Privacy Controls,Must,"GrounUp shall implement governed privacy controls control 19 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 19 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-020,Data Minimization,Must,"GrounUp shall implement governed data minimization control 20 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 20 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-021,Retention & Deletion,Must,"GrounUp shall implement governed retention & deletion control 21 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 21 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-022,Encryption at Rest,Must,"GrounUp shall implement governed encryption at rest control 22 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 22 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-023,Encryption in Transit,Must,"GrounUp shall implement governed encryption in transit control 23 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 23 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-024,Key Management,Must,"GrounUp shall implement governed key management control 24 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 24 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-025,Secrets Management,Must,"GrounUp shall implement governed secrets management control 25 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 25 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-026,Certificate Management,Must,"GrounUp shall implement governed certificate management control 26 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 26 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-027,Token Security,Must,"GrounUp shall implement governed token security control 27 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 27 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-028,API Security,Must,"GrounUp shall implement governed api security control 28 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 28 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-029,Event Security,Must,"GrounUp shall implement governed event security control 29 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 29 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-030,File/Object Security,Must,"GrounUp shall implement governed file/object security control 30 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 30 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-031,Search Security,Must,"GrounUp shall implement governed search security control 31 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 31 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-032,AI Security,Must,"GrounUp shall implement governed ai security control 32 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 32 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-033,Prompt/Tool Security,Must,"GrounUp shall implement governed prompt/tool security control 33 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 33 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-034,Network Security,Must,"GrounUp shall implement governed network security control 34 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 34 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-035,Runtime Security,Must,"GrounUp shall implement governed runtime security control 35 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 35 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-036,Database Security,Must,"GrounUp shall implement governed database security control 36 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 36 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-037,Vulnerability Management,Must,"GrounUp shall implement governed vulnerability management control 37 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 37 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-038,Dependency Security,Must,"GrounUp shall implement governed dependency security control 38 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 38 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-039,Container Security,Must,"GrounUp shall implement governed container security control 39 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 39 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-040,Infrastructure Security,Must,"GrounUp shall implement governed infrastructure security control 40 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 40 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-041,SAST/DAST,Must,"GrounUp shall implement governed sast/dast control 41 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 41 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-042,Threat Modeling,Must,"GrounUp shall implement governed threat modeling control 42 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 42 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-043,Attack Surface Management,Must,"GrounUp shall implement governed attack surface management control 43 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 43 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-044,Security Logging,Must,"GrounUp shall implement governed security logging control 44 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 44 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-045,Audit Integrity,Must,"GrounUp shall implement governed audit integrity control 45 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 45 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-046,Threat Detection,Must,"GrounUp shall implement governed threat detection control 46 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 46 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-047,Anomaly Detection,Must,"GrounUp shall implement governed anomaly detection control 47 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 47 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-048,Security Alerting,Must,"GrounUp shall implement governed security alerting control 48 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 48 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-049,Incident Response,Must,"GrounUp shall implement governed incident response control 49 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 49 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-050,Forensic Evidence,Must,"GrounUp shall implement governed forensic evidence control 50 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 50 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-051,Access Reviews,Must,"GrounUp shall implement governed access reviews control 51 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 51 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-052,Segregation of Duties,Must,"GrounUp shall implement governed segregation of duties control 52 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 52 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-053,Compliance Evidence,Must,"GrounUp shall implement governed compliance evidence control 53 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 53 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-054,Policy Attestation,Must,"GrounUp shall implement governed policy attestation control 54 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 54 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-055,Backup Security,Must,"GrounUp shall implement governed backup security control 55 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 55 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-056,Disaster Recovery Security,Must,"GrounUp shall implement governed disaster recovery security control 56 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 56 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-057,Security Exceptions,Must,"GrounUp shall implement governed security exceptions control 57 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 57 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-058,Security Metrics,Must,"GrounUp shall implement governed security metrics control 58 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 58 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-059,Security Administration,Must,"GrounUp shall implement governed security administration control 59 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 59 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-060,Security Architecture,Must,"GrounUp shall implement governed security architecture control 60 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 60 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-061,Identity Governance,Must,"GrounUp shall implement governed identity governance control 61 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 61 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-062,Authentication,Must,"GrounUp shall implement governed authentication control 62 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 62 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-063,MFA,Must,"GrounUp shall implement governed mfa control 63 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 63 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-064,SSO Federation,Must,"GrounUp shall implement governed sso federation control 64 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 64 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-065,SCIM Provisioning,Must,"GrounUp shall implement governed scim provisioning control 65 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 65 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-066,Role-Based Access,Must,"GrounUp shall implement governed role-based access control 66 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 66 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-067,Attribute-Based Access,Must,"GrounUp shall implement governed attribute-based access control 67 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 67 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-068,Policy Decision,Must,"GrounUp shall implement governed policy decision control 68 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 68 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-069,Policy Enforcement,Must,"GrounUp shall implement governed policy enforcement control 69 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 69 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-070,Privileged Access,Must,"GrounUp shall implement governed privileged access control 70 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 70 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-071,Service Identities,Must,"GrounUp shall implement governed service identities control 71 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 71 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-072,Machine Identities,Must,"GrounUp shall implement governed machine identities control 72 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 72 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-073,Session Security,Must,"GrounUp shall implement governed session security control 73 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 73 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-074,Zero Trust,Must,"GrounUp shall implement governed zero trust control 74 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 74 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-075,Tenant Isolation,Must,"GrounUp shall implement governed tenant isolation control 75 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 75 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-076,Project/Record Access,Must,"GrounUp shall implement governed project/record access control 76 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 76 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
P28-REQ-077,Data Classification,Must,"GrounUp shall implement governed data classification control 77 across tenant, user, service, data, API, AI, infrastructure and operational boundaries with explicit ownership, policy, evidence, monitoring and lifecycle management.","Control 77 passes when allow/deny behavior, tenant isolation, least privilege, audit evidence, threat/failure handling, key/secret lifecycle, monitoring and mapped security tests are verified.",v1.0.0,Implementation-ready
