rule_id,domain,name,rule,severity
P13-BR-017,Self-Service Analytics,Governed intelligence rule 17,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-018,Enterprise Digital Twin,Governed intelligence rule 18,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-019,Executive Command Center,Governed intelligence rule 19,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-020,Semantic Metrics Layer,Governed intelligence rule 20,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-021,Operational Intelligence,Governed intelligence rule 21,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-022,Financial Intelligence,Governed intelligence rule 22,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-023,Project Intelligence,Governed intelligence rule 23,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-024,Estimating Intelligence,Governed intelligence rule 24,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-025,CRM & Market Intelligence,Governed intelligence rule 25,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-026,Workforce Intelligence,Governed intelligence rule 26,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-027,Procurement Intelligence,Governed intelligence rule 27,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-028,Fleet Intelligence,Governed intelligence rule 28,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-029,"Safety, Quality & Compliance Analytics",Governed intelligence rule 29,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-030,Portfolio & Program Intelligence,Governed intelligence rule 30,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-031,Forecasting & Scenario Planning,Governed intelligence rule 31,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-032,AI Decision Intelligence,Governed intelligence rule 32,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-033,Data Platform & Lineage,Governed intelligence rule 33,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-034,Reporting & Distribution,Governed intelligence rule 34,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-035,Self-Service Analytics,Governed intelligence rule 35,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Blocking
P13-BR-036,Enterprise Digital Twin,Governed intelligence rule 36,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-037,Executive Command Center,Governed intelligence rule 37,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-038,Semantic Metrics Layer,Governed intelligence rule 38,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-039,Operational Intelligence,Governed intelligence rule 39,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-040,Financial Intelligence,Governed intelligence rule 40,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-041,Project Intelligence,Governed intelligence rule 41,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-042,Estimating Intelligence,Governed intelligence rule 42,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-043,CRM & Market Intelligence,Governed intelligence rule 43,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-044,Workforce Intelligence,Governed intelligence rule 44,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-045,Procurement Intelligence,Governed intelligence rule 45,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-046,Fleet Intelligence,Governed intelligence rule 46,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-047,"Safety, Quality & Compliance Analytics",Governed intelligence rule 47,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-048,Portfolio & Program Intelligence,Governed intelligence rule 48,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-049,Forecasting & Scenario Planning,Governed intelligence rule 49,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-050,AI Decision Intelligence,Governed intelligence rule 50,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-051,Data Platform & Lineage,Governed intelligence rule 51,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-052,Reporting & Distribution,Governed intelligence rule 52,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-053,Self-Service Analytics,Governed intelligence rule 53,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-054,Enterprise Digital Twin,Governed intelligence rule 54,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
P13-BR-055,Executive Command Center,Governed intelligence rule 55,"Analytics output must use certified definitions, enforce entitlements, retain lineage and identify freshness before decision use.",Advisory
