field_id,field_name,domain,type,required,definition,validation
P18-FLD-051,subcontractor_id,Weather & Calendar Impacts,string/number/date/boolean,Conditional,Governed scheduling field subcontractor_id.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-052,constraint_id,Schedule Risk Analysis,string/number/date/boolean,Conditional,Governed scheduling field constraint_id.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-053,constraint_status,Recovery & Acceleration,string/number/date/boolean,Conditional,Governed scheduling field constraint_status.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-054,risk_id,Delay & Impact Analysis,string/number/date/boolean,Conditional,Governed scheduling field risk_id.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-055,risk_probability,Portfolio Capacity Planning,string/number/date/boolean,Conditional,Governed scheduling field risk_probability.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-056,risk_impact_days,What-If & Scenario Planning,string/number/date/boolean,Conditional,Governed scheduling field risk_impact_days.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-057,scenario_id,AI Schedule Intelligence,string/number/date/boolean,Conditional,Governed scheduling field scenario_id.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-058,forecast_completion,Scheduling Digital Twin,string/number/date/boolean,Conditional,Governed scheduling field forecast_completion.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-059,confidence_level,Enterprise Scheduling Core,string/number/date/boolean,Conditional,Governed scheduling field confidence_level.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-060,progress_quantity,CPM Scheduling,string/number/date/boolean,Conditional,Governed scheduling field progress_quantity.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-061,quantity_unit,Work Breakdown Structure,string/number/date/boolean,Conditional,Governed scheduling field quantity_unit.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-062,production_rate,Calendars & Shifts,string/number/date/boolean,Conditional,Governed scheduling field production_rate.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-063,cost_code_id,Resource Planning,string/number/date/boolean,Conditional,Governed scheduling field cost_code_id.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-064,budget_cost,Resource Loading,string/number/date/boolean,Conditional,Governed scheduling field budget_cost.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-065,actual_cost,Resource Leveling,string/number/date/boolean,Conditional,Governed scheduling field actual_cost.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-066,earned_value,Crew Planning,string/number/date/boolean,Conditional,Governed scheduling field earned_value.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-067,planned_value,Equipment Planning,string/number/date/boolean,Conditional,Governed scheduling field planned_value.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-068,spi,Truck & Haul Planning,string/number/date/boolean,Conditional,Governed scheduling field spi.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-069,cpi,Material Planning,string/number/date/boolean,Conditional,Governed scheduling field cpi.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-070,created_at,Subcontractor Planning,string/number/date/boolean,Conditional,Governed scheduling field created_at.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-071,created_by,Look-Ahead Planning,string/number/date/boolean,Conditional,Governed scheduling field created_by.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-072,updated_at,Last Planner & Commitments,string/number/date/boolean,Conditional,Governed scheduling field updated_at.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-073,updated_by,Pull Planning,string/number/date/boolean,Conditional,Governed scheduling field updated_by.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-074,approved_at,Milestones & Contract Dates,string/number/date/boolean,Conditional,Governed scheduling field approved_at.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-075,approved_by,Baseline Management,string/number/date/boolean,Conditional,Governed scheduling field approved_by.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-076,source_system,Schedule Update Cycle,string/number/date/boolean,Conditional,Governed scheduling field source_system.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-077,source_record_id,Progress Measurement,string/number/date/boolean,Conditional,Governed scheduling field source_record_id.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-078,lineage_id,Cost & Schedule Integration,string/number/date/boolean,Conditional,Governed scheduling field lineage_id.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-079,evidence_uri,Constraint Management,string/number/date/boolean,Conditional,Governed scheduling field evidence_uri.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-080,confidence_score,Weather & Calendar Impacts,string/number/date/boolean,Conditional,Governed scheduling field confidence_score.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-081,tenant_id_2,Schedule Risk Analysis,string/number/date/boolean,Conditional,Governed scheduling field tenant_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-082,organization_id_2,Recovery & Acceleration,string/number/date/boolean,Conditional,Governed scheduling field organization_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-083,portfolio_id_2,Delay & Impact Analysis,string/number/date/boolean,Conditional,Governed scheduling field portfolio_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-084,program_id_2,Portfolio Capacity Planning,string/number/date/boolean,Conditional,Governed scheduling field program_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-085,project_id_2,What-If & Scenario Planning,string/number/date/boolean,Conditional,Governed scheduling field project_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-086,schedule_id_2,AI Schedule Intelligence,string/number/date/boolean,Conditional,Governed scheduling field schedule_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-087,schedule_version_2,Scheduling Digital Twin,string/number/date/boolean,Conditional,Governed scheduling field schedule_version_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-088,baseline_id_2,Enterprise Scheduling Core,string/number/date/boolean,Conditional,Governed scheduling field baseline_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-089,status_date_2,CPM Scheduling,string/number/date/boolean,Conditional,Governed scheduling field status_date_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-090,record_id_2,Work Breakdown Structure,string/number/date/boolean,Conditional,Governed scheduling field record_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-091,wbs_id_2,Calendars & Shifts,string/number/date/boolean,Conditional,Governed scheduling field wbs_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-092,activity_id_2,Resource Planning,string/number/date/boolean,Conditional,Governed scheduling field activity_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-093,activity_name_2,Resource Loading,string/number/date/boolean,Conditional,Governed scheduling field activity_name_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-094,activity_type_2,Resource Leveling,string/number/date/boolean,Conditional,Governed scheduling field activity_type_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-095,activity_status_2,Crew Planning,string/number/date/boolean,Conditional,Governed scheduling field activity_status_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-096,calendar_id_2,Equipment Planning,string/number/date/boolean,Conditional,Governed scheduling field calendar_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-097,duration_original_2,Truck & Haul Planning,string/number/date/boolean,Conditional,Governed scheduling field duration_original_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-098,duration_remaining_2,Material Planning,string/number/date/boolean,Conditional,Governed scheduling field duration_remaining_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-099,start_planned_2,Subcontractor Planning,string/number/date/boolean,Conditional,Governed scheduling field start_planned_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-100,finish_planned_2,Look-Ahead Planning,string/number/date/boolean,Conditional,Governed scheduling field finish_planned_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-101,start_actual_2,Last Planner & Commitments,string/number/date/boolean,Conditional,Governed scheduling field start_actual_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-102,finish_actual_2,Pull Planning,string/number/date/boolean,Conditional,Governed scheduling field finish_actual_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-103,start_forecast_2,Milestones & Contract Dates,string/number/date/boolean,Conditional,Governed scheduling field start_forecast_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-104,finish_forecast_2,Baseline Management,string/number/date/boolean,Conditional,Governed scheduling field finish_forecast_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-105,percent_complete_2,Schedule Update Cycle,string/number/date/boolean,Conditional,Governed scheduling field percent_complete_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-106,physical_percent_complete_2,Progress Measurement,string/number/date/boolean,Conditional,Governed scheduling field physical_percent_complete_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-107,total_float_2,Cost & Schedule Integration,string/number/date/boolean,Conditional,Governed scheduling field total_float_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-108,free_float_2,Constraint Management,string/number/date/boolean,Conditional,Governed scheduling field free_float_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-109,critical_flag_2,Weather & Calendar Impacts,string/number/date/boolean,Conditional,Governed scheduling field critical_flag_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-110,longest_path_flag_2,Schedule Risk Analysis,string/number/date/boolean,Conditional,Governed scheduling field longest_path_flag_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-111,constraint_type_2,Recovery & Acceleration,string/number/date/boolean,Conditional,Governed scheduling field constraint_type_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-112,constraint_date_2,Delay & Impact Analysis,string/number/date/boolean,Conditional,Governed scheduling field constraint_date_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-113,predecessor_id_2,Portfolio Capacity Planning,string/number/date/boolean,Conditional,Governed scheduling field predecessor_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-114,successor_id_2,What-If & Scenario Planning,string/number/date/boolean,Conditional,Governed scheduling field successor_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-115,relationship_type_2,AI Schedule Intelligence,string/number/date/boolean,Conditional,Governed scheduling field relationship_type_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-116,lag_value_2,Scheduling Digital Twin,string/number/date/boolean,Conditional,Governed scheduling field lag_value_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-117,lag_unit_2,Enterprise Scheduling Core,string/number/date/boolean,Conditional,Governed scheduling field lag_unit_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-118,resource_id_2,CPM Scheduling,string/number/date/boolean,Conditional,Governed scheduling field resource_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-119,resource_type_2,Work Breakdown Structure,string/number/date/boolean,Conditional,Governed scheduling field resource_type_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-120,resource_units_2,Calendars & Shifts,string/number/date/boolean,Conditional,Governed scheduling field resource_units_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-121,resource_hours_2,Resource Planning,string/number/date/boolean,Conditional,Governed scheduling field resource_hours_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-122,resource_capacity_2,Resource Loading,string/number/date/boolean,Conditional,Governed scheduling field resource_capacity_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-123,crew_id_2,Resource Leveling,string/number/date/boolean,Conditional,Governed scheduling field crew_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-124,crew_size_2,Crew Planning,string/number/date/boolean,Conditional,Governed scheduling field crew_size_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-125,equipment_id_2,Equipment Planning,string/number/date/boolean,Conditional,Governed scheduling field equipment_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-126,equipment_class_2,Truck & Haul Planning,string/number/date/boolean,Conditional,Governed scheduling field equipment_class_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-127,truck_count_2,Material Planning,string/number/date/boolean,Conditional,Governed scheduling field truck_count_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-128,material_id_2,Subcontractor Planning,string/number/date/boolean,Conditional,Governed scheduling field material_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-129,need_date_2,Look-Ahead Planning,string/number/date/boolean,Conditional,Governed scheduling field need_date_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-130,lead_time_days_2,Last Planner & Commitments,string/number/date/boolean,Conditional,Governed scheduling field lead_time_days_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-131,subcontractor_id_2,Pull Planning,string/number/date/boolean,Conditional,Governed scheduling field subcontractor_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-132,constraint_id_2,Milestones & Contract Dates,string/number/date/boolean,Conditional,Governed scheduling field constraint_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-133,constraint_status_2,Baseline Management,string/number/date/boolean,Conditional,Governed scheduling field constraint_status_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-134,risk_id_2,Schedule Update Cycle,string/number/date/boolean,Conditional,Governed scheduling field risk_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-135,risk_probability_2,Progress Measurement,string/number/date/boolean,Conditional,Governed scheduling field risk_probability_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-136,risk_impact_days_2,Cost & Schedule Integration,string/number/date/boolean,Conditional,Governed scheduling field risk_impact_days_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-137,scenario_id_2,Constraint Management,string/number/date/boolean,Conditional,Governed scheduling field scenario_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-138,forecast_completion_2,Weather & Calendar Impacts,string/number/date/boolean,Conditional,Governed scheduling field forecast_completion_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-139,confidence_level_2,Schedule Risk Analysis,string/number/date/boolean,Conditional,Governed scheduling field confidence_level_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-140,progress_quantity_2,Recovery & Acceleration,string/number/date/boolean,Conditional,Governed scheduling field progress_quantity_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-141,quantity_unit_2,Delay & Impact Analysis,string/number/date/boolean,Conditional,Governed scheduling field quantity_unit_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-142,production_rate_2,Portfolio Capacity Planning,string/number/date/boolean,Conditional,Governed scheduling field production_rate_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-143,cost_code_id_2,What-If & Scenario Planning,string/number/date/boolean,Conditional,Governed scheduling field cost_code_id_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-144,budget_cost_2,AI Schedule Intelligence,string/number/date/boolean,Conditional,Governed scheduling field budget_cost_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-145,actual_cost_2,Scheduling Digital Twin,string/number/date/boolean,Conditional,Governed scheduling field actual_cost_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-146,earned_value_2,Enterprise Scheduling Core,string/number/date/boolean,Conditional,Governed scheduling field earned_value_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-147,planned_value_2,CPM Scheduling,string/number/date/boolean,Conditional,Governed scheduling field planned_value_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-148,spi_2,Work Breakdown Structure,string/number/date/boolean,Conditional,Governed scheduling field spi_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
P18-FLD-149,cpi_2,Calendars & Shifts,string/number/date/boolean,Conditional,Governed scheduling field cpi_2.,"Validate scope, calendar, relationship logic, date/duration consistency, resource reference, version and permissions"
