Requirement_ID,Category,Name,Priority,Status,Description,Acceptance_Criteria,Dependencies,Owner,Version
EDM-000015,Data Architecture,Effective dating,Critical,Review,"Rates, assignments, relationships, and classifications shall support effective-date ranges.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000016,Data Architecture,Natural keys,Critical,Review,External or business keys shall not replace immutable internal identifiers.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000017,Data Architecture,Cross-entity references,Critical,Review,References shall enforce compatible tenant and lifecycle constraints.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000018,Data Architecture,Record classification,Critical,Review,Every entity shall inherit or define data security classification.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000019,Data Architecture,Retention,Critical,Review,Records shall map to retention and legal-hold policies.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000020,Data Architecture,Data lineage,Critical,Review,"Imported, calculated, converted, and AI-generated values shall preserve lineage.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000021,Data Architecture,Source identity,High,Review,Imported records shall preserve source system and external identifier.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000022,Data Architecture,Duplicate prevention,High,Review,"Party, vendor, customer, project, and resource master data shall support duplicate detection.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000023,Data Architecture,Merge controls,High,Review,"Master-record merges shall preserve aliases, lineage, audit, and reversal evidence.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000024,Data Architecture,Relationship model,High,Review,Parties and business objects shall support typed effective-dated relationships.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000025,Data Architecture,Organization hierarchy,High,Review,"Legal entities, business units, branches, teams, and projects shall support hierarchical relationships.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000026,Data Architecture,Project hierarchy,High,Review,"Projects shall support programs, parent projects, phases, areas, and work packages.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000027,Data Architecture,Work breakdown,High,Review,Work records shall support WBS and cost-code structures without hardcoding one industry.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000028,Data Architecture,Estimate immutability,Critical,Review,Released estimate versions shall be immutable.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000029,Data Architecture,Estimate traceability,Critical,Review,"Estimate lines shall retain quantity, production, resource, rate, markup, and source provenance.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000030,Data Architecture,Resource polymorphism,High,Review,"Resource assignments and rates shall support labor, crew, equipment, material, and service resource types.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000031,Data Architecture,Rate effective dates,High,Review,"Rates shall include location, source, currency, unit, and effective periods.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000032,Data Architecture,Financial separation,Critical,Review,"Budget, commitment, actual, forecast, invoice, and payment records shall remain distinct.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000033,Data Architecture,Cost transaction integrity,High,Review,Cost transactions shall balance required dimensions and preserve source documents.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000034,Data Architecture,Currency integrity,High,Review,Money values shall always include currency.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000035,Data Architecture,Unit integrity,High,Review,Quantities shall always include unit and dimension.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000036,Data Architecture,Tax jurisdiction,High,Review,Tax calculations shall reference explicit jurisdiction and rule versions.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000037,Data Architecture,Document logical identity,Critical,Review,Documents shall have a stable logical identity independent of content versions.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000038,Data Architecture,Document version immutability,Critical,Review,Accepted document versions shall be immutable and checksummed.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000039,Data Architecture,Attachment model,High,Review,Documents shall link to any supported business object without duplicating content.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000040,Data Architecture,Signature evidence,High,Review,"Electronic signatures shall preserve signer, method, timestamp, hash, and document version.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000041,Data Architecture,Spatial reference,High,Review,Geometry shall declare its coordinate reference system.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000042,Data Architecture,Spatial abstraction,High,Review,Business entities shall reference geometry without forcing all geometry into transactional tables.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000043,Data Architecture,Stationing,High,Review,Linear projects shall support station ranges and offsets.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000044,Data Architecture,Jurisdiction mapping,High,Review,"Projects, sites, taxes, permits, and compliance records shall reference jurisdiction.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000045,Data Architecture,Safety linkage,High,Review,"Incidents, inspections, observations, and corrective actions shall link to project, location, people, and evidence.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000046,Data Architecture,Qualification history,High,Review,"Qualifications shall preserve issuer, type, dates, status, and evidence.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000047,Data Architecture,AI provenance,Critical,Review,"AI-created or modified values shall identify agent, model, prompt, evidence, and execution.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000048,Data Architecture,AI writeback separation,Critical,Review,AI recommendations shall remain separate from committed business records until authorized writeback.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000049,Data Architecture,Feedback linkage,High,Review,Feedback shall link to the exact system or AI output version being evaluated.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000050,Data Architecture,Event envelope,Critical,Review,Domain events shall use a standard tenant-aware versioned envelope.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000051,Data Architecture,Change data capture,High,Review,Material record changes shall emit change metadata or domain events.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000052,Data Architecture,API contract alignment,High,Review,API schemas shall map directly to canonical entities or declared view models.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000053,Data Architecture,Reporting model,High,Review,Operational entities shall support governed reporting views without duplicating source truth.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000054,Data Architecture,Search model,High,Review,Search documents shall remain derivative and traceable to canonical records.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000055,Data Architecture,Import staging,High,Review,Imports shall validate in staging before committed writes.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000056,Data Architecture,Export completeness,High,Review,"Exports shall include identifiers, versions, units, currencies, and lineage needed for interpretation.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000057,Data Architecture,Schema evolution,Critical,Review,Breaking schema changes shall require versioned migration and compatibility plans.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000058,Data Architecture,Backward compatibility,High,Review,Published event and API contracts shall follow declared compatibility windows.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000059,Data Architecture,Data quality rules,Critical,Review,"Critical fields shall have completeness, validity, uniqueness, consistency, and timeliness measures.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000060,Data Architecture,Data quality exceptions,Critical,Review,Failed quality rules shall create reviewable exceptions rather than silent correction.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000061,Data Architecture,Masking,High,Review,Sensitive fields shall support masking and tokenization policies.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000062,Data Architecture,Encryption attributes,High,Review,Highly sensitive data shall support field-level encryption metadata where required.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000063,Data Architecture,Regional residency,High,Review,Entity storage classes shall support region and residency constraints.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000064,Data Architecture,Archival tiers,High,Review,Archived records shall retain resolvable identifiers and access controls.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000065,Data Architecture,Legal hold,Critical,Review,Legal hold shall suspend deletion and archival expiration.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000066,Data Architecture,Referential integrity,Critical,Review,Deletion or archival shall not orphan governed references.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000067,Data Architecture,Materialized views,High,Review,Materialized reporting views shall identify refresh time and source versions.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000068,Data Architecture,Calculated fields,High,Review,Calculated values shall preserve formula or rule version and input lineage.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000069,Data Architecture,Confidence metadata,High,Review,Estimated or inferred values shall support confidence and review status.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000070,Data Architecture,Metadata extensibility,High,Review,"Entities shall support governed tags, notes, attachments, and custom fields.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000071,Data Architecture,Localization,High,Review,"Names, addresses, dates, numbers, units, and currencies shall support locale-aware presentation.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000072,Data Architecture,Data portability,High,Review,Core tenant data shall be exportable in documented machine-readable formats.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000073,Data Architecture,Seed data,High,Review,Required reference sets shall be supplied as versioned seed data.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000074,Data Architecture,Test data,High,Review,Non-production test data shall be synthetic or de-identified.,"The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
EDM-000075,Data Architecture,Migration reconciliation,High,Review,"Migrations shall reconcile counts, totals, rejected records, and lineage.","The requirement is represented in the entity model, rules, validation, migration, and test artifacts.",Phase 01 Governance; Phase 02 Core Platform,Enterprise Data Architecture,1.0.0-review
