rule_id,domain,name,rule,severity
P19-BR-048,Retainage & Holdbacks,Commercial rule 48,"Commercial condition 48 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-049,Backcharges & Deductions,Commercial rule 49,"Commercial condition 49 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-050,Allowances & Contingencies,Commercial rule 50,"Commercial condition 50 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-051,Escalation & Price Adjustment,Commercial rule 51,"Commercial condition 51 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-052,"Insurance, Bonds & Commercial Compliance",Commercial rule 52,"Commercial condition 52 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-053,Lien & Waiver Administration,Commercial rule 53,"Commercial condition 53 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-054,Dispute Management,Commercial rule 54,"Commercial condition 54 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-055,Commercial Forecasting,Commercial rule 55,"Commercial condition 55 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-056,Contract Closeout,Commercial rule 56,"Commercial condition 56 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-057,AI Commercial Intelligence,Commercial rule 57,"Commercial condition 57 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-058,Commercial Digital Twin,Commercial rule 58,"Commercial condition 58 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-059,Commercial Management Core,Commercial rule 59,"Commercial condition 59 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-060,Prime Contract Management,Commercial rule 60,"Commercial condition 60 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-061,Subcontract Management,Commercial rule 61,"Commercial condition 61 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-062,Purchase Contract Commercials,Commercial rule 62,"Commercial condition 62 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-063,Contract Clause Registry,Commercial rule 63,"Commercial condition 63 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-064,Obligation Management,Commercial rule 64,"Commercial condition 64 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Blocking
P19-BR-065,Notice Management,Commercial rule 65,"Commercial condition 65 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-066,Potential Change Management,Commercial rule 66,"Commercial condition 66 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-067,Change Order Management,Commercial rule 67,"Commercial condition 67 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-068,Change Pricing,Commercial rule 68,"Commercial condition 68 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-069,T&M / Force Account,Commercial rule 69,"Commercial condition 69 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-070,Change Authorization,Commercial rule 70,"Commercial condition 70 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-071,Contract Value Control,Commercial rule 71,"Commercial condition 71 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-072,Claims Management,Commercial rule 72,"Commercial condition 72 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-073,Delay & Disruption Records,Commercial rule 73,"Commercial condition 73 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-074,Differing Site Conditions,Commercial rule 74,"Commercial condition 74 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-075,Scope & Design Change,Commercial rule 75,"Commercial condition 75 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-076,Payment & Billing Commercials,Commercial rule 76,"Commercial condition 76 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-077,Retainage & Holdbacks,Commercial rule 77,"Commercial condition 77 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-078,Backcharges & Deductions,Commercial rule 78,"Commercial condition 78 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-079,Allowances & Contingencies,Commercial rule 79,"Commercial condition 79 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-080,Escalation & Price Adjustment,Commercial rule 80,"Commercial condition 80 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-081,"Insurance, Bonds & Commercial Compliance",Commercial rule 81,"Commercial condition 81 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-082,Lien & Waiver Administration,Commercial rule 82,"Commercial condition 82 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-083,Dispute Management,Commercial rule 83,"Commercial condition 83 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-084,Commercial Forecasting,Commercial rule 84,"Commercial condition 84 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
P19-BR-085,Contract Closeout,Commercial rule 85,"Commercial condition 85 shall enforce contract authority, required notices/deadlines, versioned pricing/approval, linked evidence, segregation of duties and immutable audit history.",Advisory
