requirement_id,domain,priority,requirement,acceptance_criteria,version
P22-REQ-011,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 11 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 11 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-012,Change Control,Must,"GrounUp shall enforce governed change control control 12 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 12 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-013,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 13 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 13 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-014,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 14 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 14 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-015,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 15 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 15 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-016,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 16 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 16 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-017,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 17 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 17 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-018,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 18 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 18 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-019,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 19 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 19 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-020,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 20 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 20 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-021,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 21 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 21 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-022,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 22 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 22 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-023,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 23 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 23 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-024,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 24 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 24 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-025,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 25 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 25 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-026,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 26 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 26 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-027,Change Control,Must,"GrounUp shall enforce governed change control control 27 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 27 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-028,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 28 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 28 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-029,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 29 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 29 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-030,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 30 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 30 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-031,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 31 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 31 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-032,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 32 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 32 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-033,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 33 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 33 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-034,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 34 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 34 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-035,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 35 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 35 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-036,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 36 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 36 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-037,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 37 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 37 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-038,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 38 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 38 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-039,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 39 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 39 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-040,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 40 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 40 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-041,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 41 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 41 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-042,Change Control,Must,"GrounUp shall enforce governed change control control 42 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 42 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-043,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 43 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 43 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-044,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 44 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 44 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-045,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 45 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 45 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-046,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 46 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 46 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-047,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 47 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 47 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-048,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 48 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 48 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-049,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 49 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 49 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-050,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 50 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 50 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-051,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 51 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 51 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-052,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 52 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 52 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-053,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 53 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 53 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-054,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 54 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 54 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-055,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 55 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 55 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-056,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 56 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 56 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-057,Change Control,Must,"GrounUp shall enforce governed change control control 57 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 57 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-058,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 58 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 58 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-059,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 59 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 59 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-060,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 60 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 60 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-061,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 61 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 61 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-062,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 62 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 62 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-063,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 63 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 63 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-064,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 64 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 64 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-065,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 65 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 65 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-066,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 66 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 66 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-067,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 67 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 67 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-068,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 68 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 68 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-069,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 69 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 69 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-070,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 70 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 70 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-071,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 71 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 71 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-072,Change Control,Must,"GrounUp shall enforce governed change control control 72 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 72 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-073,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 73 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 73 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-074,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 74 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 74 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-075,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 75 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 75 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-076,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 76 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 76 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-077,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 77 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 77 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-078,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 78 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 78 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-079,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 79 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 79 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-080,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 80 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 80 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-081,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 81 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 81 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-082,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 82 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 82 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-083,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 83 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 83 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-084,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 84 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 84 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-085,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 85 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 85 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-086,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 86 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 86 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-087,Change Control,Must,"GrounUp shall enforce governed change control control 87 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 87 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-088,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 88 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 88 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-089,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 89 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 89 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-090,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 90 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 90 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-091,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 91 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 91 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-092,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 92 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 92 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-093,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 93 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 93 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-094,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 94 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 94 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
