workflow_id,name,domain,states,control
P16-WF-015,Existing Conditions Capture,Surface & Terrain Models,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-016,Utility Locate & Pothole Capture,Volumes & Earthwork,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-017,Drone Mission Request,Progress & Change Detection,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-018,Drone Mission Planning,Corridor & Linear Infrastructure,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-019,Flight Compliance Review,Utility Mapping,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-020,Aircraft/Payload Preflight,GIS Field Collection,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-021,Drone Flight Execution,Reality Capture QA/QC,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-022,Drone Postflight,Geofencing & Location Intelligence,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-023,Battery Lifecycle Update,Drone Media & Inspection,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-024,Photogrammetry Processing,Regulatory & Flight Compliance,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-025,LiDAR Processing,Survey Deliverables,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-026,Ground Control/Checkpoint QA,Machine Control Handoff,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-027,Point Cloud Registration,Spatial Analytics,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-028,Point Cloud Classification,AI Geospatial Intelligence,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-029,Orthomosaic Publication,Geospatial Digital Twin,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-030,Surface/Terrain Model Creation,GIS Core,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-031,Surface QA & Approval,Coordinate Reference Systems,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-032,Cut/Fill Volume Calculation,Survey Control,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-033,Stockpile Volume Calculation,GNSS Survey,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-034,Progress Capture & Comparison,Total Station Survey,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-035,Change Detection Review,Digital Levels,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-036,Corridor/Stationing Publication,Construction Layout,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-037,Field GIS Collection,Topographic Survey,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-038,Offline Map Sync,Existing Conditions,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-039,Geofence/Spatial Alert Publication,Drone Operations,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-040,Aerial Inspection Review,Photogrammetry,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-041,Survey Deliverable Production,LiDAR Reality Capture,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-042,Machine Control Handoff Package,Point Cloud Management,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-043,Spatial Data Import,Orthomosaic Management,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-044,Spatial Data Export,Surface & Terrain Models,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-045,Geospatial Digital Twin Refresh,Volumes & Earthwork,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-046,AI Feature/Change Detection Review,Progress & Change Detection,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-047,Reality Capture Release & Rollback,Corridor & Linear Infrastructure,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
P16-WF-048,Survey Audit & Closeout,Utility Mapping,Initiate > Validate > Capture/Process > QA/QC > Review > Approve > Publish/Export > Archive,"CRS/datum, quality and authorization gates enforced"
